ProductId,To_be_produced_sq2,Etd,WeekId,Year
Product 846,1080.0,2024-11-12,W45,2024
Product 517,1149.12,2024-11-28,W45,2024
Product 831,1008.0,,W45,2024
Product 960,950.4,2024-12-08,W45,2024
Product 1343,993.6,2024-12-28,W45,2024
Product 1846,626.4,2024-12-02,W45,2024
Product 1912,2494.08,2025-01-25,W45,2024
Product 1913,2457.6,2025-01-26,W45,2024
Product 1914,2483.84,2025-01-27,W45,2024
Product 1916,2483.2,2025-01-27,W45,2024
Product 1066,1468.8,2024-11-26,W45,2024
Product 1067,1468.8,2024-11-25,W45,2024
Product 1709,1658.88,2024-12-09,W45,2024
Product 1710,1658.88,2024-12-09,W45,2024
Product 1714,1658.88,2024-12-09,W45,2024
Product 1717,1616.76,2024-12-02,W45,2024
Product 1718,1615.68,2024-12-25,W45,2024
Product 1720,1615.68,2024-12-02,W45,2024
Product 1722,1615.68,2024-12-25,W45,2024
Product 1734,1333.44,2024-11-12,W45,2024
Product 1387,1987.2,2024-11-29,W45,2024
Product 1389,1987.2,2024-11-26,W45,2024
Product 1391,1987.2,2024-11-27,W45,2024
Product 1337,3024.0,2024-11-14,W45,2024
Product 1338,3024.0,2024-11-14,W45,2024
Product 1339,3024.0,2024-11-12,W45,2024
Product 1340,3024.0,2024-11-14,W45,2024
Product 1247,329.02,2024-12-23,W45,2024
Product 1248,329.02,2024-12-23,W45,2024
Product 1834,870.4,2024-11-12,W45,2024
Product 1835,460.8,2024-11-12,W45,2024
Product 1836,460.8,2024-11-12,W45,2024
Product 1838,1536.0,2024-11-12,W45,2024
Product 2326,60.179,2024-11-12,W45,2024
Product 511,25.6,2024-11-14,W45,2024
Product 639,0.4,2024-11-16,W45,2024
Product 660,1.0,2024-11-16,W45,2024
Product 676,0.648,2024-11-23,W45,2024
Product 687,0.216,2024-11-12,W45,2024
Product 1697,345.6,2024-11-13,W45,2024
Product 1697,604.8,2024-11-13,W45,2024
Product 708,388.8,2024-11-12,W45,2024
Product 1233,561.6,2024-11-12,W45,2024
Product 2107,1036.8,2025-01-11,W45,2024
Product 1609,1036.8,2025-01-19,W45,2024
Product 1412,2030.4,2024-12-12,W45,2024
Product 2152,160.0,2024-08-02,W45,2024
Product 2152,114.0,2024-08-02,W45,2024
Product 2174,81.0,2024-08-01,W45,2024
Product 2177,523.0,2024-11-12,W45,2024
Product 515,3357.9,2024-12-07,W45,2024
Product 825,1391.04,2024-11-25,W45,2024
Product 960,1209.6,2024-12-08,W45,2024
Product 2323,288.0,2024-11-27,W45,2024
Product 767,546.0,2024-11-18,W45,2024
Product 2181,156.0,2024-11-18,W45,2024
Product 1695,1512.0,2024-12-06,W45,2024
Product 1719,1615.68,2024-12-25,W45,2024
Product 1388,1987.2,2024-11-30,W45,2024
Product 940,1987.2,2024-11-12,W45,2024
Product 943,1987.2,2024-11-13,W45,2024
Product 944,1987.2,2024-11-13,W45,2024
Product 941,1987.2,2024-11-15,W45,2024
Product 942,1987.2,2024-11-17,W45,2024
Product 945,1987.2,2024-11-16,W45,2024
Product 1053,54.0,2024-11-12,W45,2024
Product 1487,130.0,2025-01-06,W45,2024
Product 1489,350.0,2024-11-25,W45,2024
Product 1485,350.0,2025-01-06,W45,2024
Product 1491,350.0,2024-11-25,W45,2024
Product 1481,192.0,2025-01-06,W45,2024
Product 1487,222.0,2025-01-06,W45,2024
Product 1487,116.0,,W45,2024
Product 1489,20.0,2024-11-25,W45,2024
Product 1489,332.0,2025-01-06,W45,2024
Product 1483,352.0,2025-01-06,W45,2024
Product 1485,2.0,2025-01-06,W45,2024
Product 1485,350.0,,W45,2024
Product 1491,90.0,2024-11-25,W45,2024
Product 1491,262.0,2025-01-06,W45,2024
Product 1373,2030.4,2024-11-29,W45,2024
Product 1374,2030.4,2024-11-30,W45,2024
Product 1375,2030.4,2024-11-26,W45,2024
Product 1376,2030.4,2024-11-27,W45,2024
Product 1711,1658.88,,W45,2024
Product 1712,1658.88,2024-12-09,W45,2024
Product 1837,614.4,2024-11-12,W45,2024
Product 1837,819.2,2024-11-12,W45,2024
Product 1854,410.4,2024-12-02,W45,2024
Product 1915,2486.4,2025-01-28,W45,2024
Product 1170,2030.4,2024-11-12,W45,2024
Product 1173,2030.4,2024-11-13,W45,2024
Product 1174,2030.4,2024-11-13,W45,2024
Product 1171,2030.4,2024-11-15,W45,2024
Product 1172,2030.4,2024-11-17,W45,2024
Product 1175,2030.4,2024-11-16,W45,2024
Product 2183,78.0,2024-11-12,W45,2024
Product 2280,234.0,2024-11-12,W45,2024
Product 811,234.0,2024-11-18,W45,2024
Product 1462,78.0,2024-12-30,W45,2024
Product 1464,78.0,2024-12-30,W45,2024
Product 2286,234.0,2024-11-12,W45,2024
Product 2379,78.0,2024-12-02,W45,2024
Product 2398,78.0,2024-12-16,W45,2024
Product 2400,78.0,2024-12-16,W45,2024
Product 2403,78.0,2024-12-16,W45,2024
Product 2410,78.0,2024-12-16,W45,2024
Product 2419,78.0,2024-12-16,W45,2024
Product 786,390.0,2024-11-12,W45,2024
Product 1442,156.0,2024-12-09,W45,2024
Product 1452,234.0,2024-12-30,W45,2024
Product 2235,78.0,2024-11-12,W45,2024
Product 2270,234.0,2024-11-12,W45,2024
Product 2272,234.0,2024-11-12,W45,2024
Product 2282,234.0,2024-11-12,W45,2024
Product 2284,234.0,2024-11-12,W45,2024
Product 2408,78.0,2024-12-16,W45,2024
Product 2413,78.0,2024-12-16,W45,2024
Product 1638,2030.6,2024-11-19,W45,2024
Product 1640,2030.6,2024-11-19,W45,2024
Product 1642,2030.6,2024-11-18,W45,2024
Product 1360,993.6,,W45,2024
Product 1364,388.8,2024-11-12,W45,2024
Product 1208,1036.8,2024-11-17,W45,2024
Product 1034,1036.8,2024-11-19,W45,2024
Product 1781,2048.0,2024-12-16,W45,2024
Product 1202,1036.8,2025-03-10,W45,2024
Product 1206,302.4,2024-11-12,W45,2024
Product 1218,475.2,2024-11-22,W45,2024
Product 1218,43.2,,W45,2024
Product 1428,1036.8,2025-01-10,W45,2024
Product 2089,86.4,2024-11-16,W45,2024
Product 2089,561.6,2024-11-12,W45,2024
Product 2092,1036.8,2024-11-26,W45,2024
Product 1289,1036.8,2024-11-20,W45,2024
Product 1325,518.4,2024-11-16,W45,2024
Product 1383,259.2,2024-11-27,W45,2024
Product 1243,518.4,2024-11-22,W45,2024
Product 1,200.0,2024-12-06,W45,2024
Product 4,400.0,2024-12-05,W45,2024
Product 26,1344.0,2024-11-12,W45,2024
Product 433,1656.0,2024-12-27,W45,2024
Product 253,1607.04,2024-12-08,W45,2024
Product 281,3144.96,2024-12-01,W45,2024
Product 639,1.0,2024-11-16,W45,2024
Product 698,0.432,2024-11-22,W45,2024
Product 2326,16.716,2024-11-12,W45,2024
Product 661,0.2,2024-12-15,W45,2024
Product 1736,2396.16,2024-11-16,W45,2024
Product 2215,390.0,2024-11-12,W45,2024
Product 774,858.0,2024-11-12,W45,2024
Product 803,858.0,2024-11-12,W45,2024
Product 2177,5382.0,2024-11-12,W45,2024
Product 2225,624.0,2024-11-12,W45,2024
Product 784,468.0,2024-11-12,W45,2024
Product 787,390.0,2024-11-12,W45,2024
Product 2182,468.0,2024-11-12,W45,2024
Product 2185,234.0,2024-11-12,W45,2024
Product 2190,390.0,2024-11-12,W45,2024
Product 1251,720.0,,W45,2024
Product 515,1391.04,2024-12-07,W45,2024
Product 715,1028.16,,W45,2024
Product 1559,36.92,2024-11-12,W45,2024
Product 1558,36.92,2024-11-12,W45,2024
Product 1558,406.12,2024-11-12,W45,2024
Product 2417,468.0,2024-12-09,W45,2024
Product 814,280.98,2024-12-03,W45,2024
Product 2203,546.0,2024-11-12,W45,2024
Product 718,1985.76,2024-11-25,W45,2024
Product 544,537.6,2024-11-13,W45,2024
Product 545,537.6,2024-11-15,W45,2024
Product 549,537.6,2024-11-16,W45,2024
Product 546,537.6,2024-11-14,W45,2024
Product 547,537.6,2024-11-15,W45,2024
Product 548,537.6,2024-11-15,W45,2024
Product 550,537.6,2024-11-18,W45,2024
Product 551,537.6,2024-11-17,W45,2024
Product 555,537.6,2024-11-19,W45,2024
Product 553,537.6,2024-11-19,W45,2024
Product 554,537.6,2024-11-18,W45,2024
Product 556,537.6,2024-11-19,W45,2024
Product 557,537.6,2024-11-20,W45,2024
Product 561,537.6,2024-11-23,W45,2024
Product 558,537.6,2024-11-20,W45,2024
Product 559,537.6,2024-11-21,W45,2024
Product 560,537.6,2024-11-23,W45,2024
Product 562,537.6,2024-11-22,W45,2024
Product 563,537.6,2024-11-23,W45,2024
Product 567,537.6,2024-11-25,W45,2024
Product 564,537.6,2024-11-23,W45,2024
Product 565,537.6,2024-11-24,W45,2024
Product 566,537.6,2024-11-24,W45,2024
Product 573,241.92,2024-11-12,W45,2024
Product 575,483.84,2024-11-12,W45,2024
Product 575,60.48,2024-11-12,W45,2024
Product 578,60.48,2024-11-12,W45,2024
Product 578,241.92,2024-11-12,W45,2024
Product 578,241.92,2024-11-12,W45,2024
Product 584,302.4,2024-11-12,W45,2024
Product 589,241.92,2024-11-12,W45,2024
Product 586,181.44,2024-11-12,W45,2024
Product 586,362.88,2024-11-12,W45,2024
Product 587,241.92,2024-11-12,W45,2024
Product 588,181.44,2024-11-12,W45,2024
Product 588,362.88,2024-11-12,W45,2024
Product 590,120.96,2024-11-12,W45,2024
Product 590,423.36,2024-11-12,W45,2024
Product 591,544.32,2024-11-12,W45,2024
Product 595,60.48,2024-11-12,W45,2024
Product 595,241.92,2024-11-12,W45,2024
Product 595,241.92,2024-11-12,W45,2024
Product 592,120.96,2024-11-12,W45,2024
Product 592,362.88,2024-11-12,W45,2024
Product 593,544.32,2024-11-12,W45,2024
Product 594,60.48,2024-11-12,W45,2024
Product 552,537.6,2024-11-17,W45,2024
Product 538,20.0,2025-01-20,W45,2024
Product 539,20.0,2025-01-20,W45,2024
Product 540,20.0,2025-01-20,W45,2024
Product 541,20.0,2025-01-20,W45,2024
Product 542,20.0,2025-01-27,W45,2024
Product 543,20.0,2025-01-27,W45,2024
Product 24,1056.0,2024-11-12,W45,2024
Product 1300,1512.0,2024-12-02,W45,2024
Product 2325,1512.0,2024-11-21,W45,2024
Product 922,43.2,2024-11-23,W45,2024
Product 842,43.2,2024-11-20,W45,2024
Product 1208,43.2,2024-11-17,W45,2024
Product 1901,1024.0,2024-12-17,W45,2024
Product 1822,512.0,2024-12-18,W45,2024
Product 1786,1024.0,2024-12-17,W45,2024
Product 1879,604.8,2024-12-09,W45,2024
Product 1029,518.4,2025-01-17,W45,2024
Product 1280,1036.8,2024-11-17,W45,2024
Product 1287,648.0,2024-12-28,W45,2024
Product 1352,1036.8,2025-01-06,W45,2024
Product 1383,2030.4,2024-11-18,W45,2024
Product 529,1036.8,2025-01-15,W45,2024
Product 985,1036.8,2024-11-17,W45,2024
Product 989,1036.8,2025-01-07,W45,2024
Product 991,518.4,2024-11-18,W45,2024
Product 303,518.4,2025-01-02,W45,2024
Product 348,362.88,2024-11-15,W45,2024
Product 348,181.44,2024-11-16,W45,2024
Product 348,1330.56,2024-11-23,W45,2024
Product 1409,345.6,2024-11-12,W45,2024
Product 1094,351.75,2024-12-23,W45,2024
Product 819,55.44,2024-11-24,W45,2024
Product 2323,648.0,2024-12-21,W45,2024
Product 783,468.0,2024-11-12,W45,2024
Product 760,384.0,2024-12-25,W45,2024
Product 865,1740.0,,W45,2024
Product 2156,567.0,2024-11-12,W45,2024
Product 2163,81.0,2024-11-12,W45,2024
Product 516,181.44,2024-11-12,W45,2024
Product 721,1330.56,2024-12-20,W45,2024
Product 1094,600.0,2024-12-23,W45,2024
Product 761,312.0,2024-11-12,W45,2024
Product 765,1638.0,2024-11-12,W45,2024
Product 772,936.0,2024-11-18,W45,2024
Product 782,936.0,2024-11-18,W45,2024
Product 806,234.0,2024-11-18,W45,2024
Product 2181,1716.0,2024-11-18,W45,2024
Product 2189,390.0,2024-11-12,W45,2024
Product 2196,234.0,2024-11-12,W45,2024
Product 1753,1663.2,2025-03-25,W45,2024
Product 1599,1036.8,2025-01-14,W45,2024
Product 2304,6.03,2024-12-26,W45,2024
Product 2293,2.07,2024-12-25,W45,2024
Product 513,124.8,2024-12-13,W45,2024
Product 2304,3.87,2024-12-26,W45,2024
Product 676,0.648,2024-11-23,W45,2024
Product 682,0.36,2024-12-17,W45,2024
Product 688,8.856,2024-12-26,W45,2024
Product 903,0.9,2024-12-03,W45,2024
Product 2364,1.68,2024-11-16,W45,2024
Product 1379,5.76,2024-11-13,W45,2024
Product 957,172.8,,W45,2024
Product 957,129.6,,W45,2024
Product 958,172.8,,W45,2024
Product 958,172.8,,W45,2024
Product 710,2160.0,2024-11-16,W45,2024
Product 1165,518.4,2025-01-12,W45,2024
Product 1890,345.6,2024-11-16,W45,2024
Product 1351,86.4,2024-11-21,W45,2024
Product 1791,1024.0,2024-12-18,W45,2024
Product 842,1036.8,2024-11-20,W45,2024
Product 1208,1036.8,2024-11-17,W45,2024
Product 1797,1024.0,2024-12-22,W45,2024
Product 2093,1036.8,,W45,2024
Product 515,2016.0,2024-12-07,W45,2024
Product 507,960.0,,W45,2024
Product 868,720.0,2024-11-28,W45,2024
Product 722,1391.04,2024-11-29,W45,2024
Product 819,120.96,2024-12-14,W45,2024
Product 819,1270.08,2024-12-15,W45,2024
Product 820,967.68,2024-11-29,W45,2024
Product 820,60.48,,W45,2024
Product 41,192.0,2024-11-12,W45,2024
Product 43,480.0,2024-12-10,W45,2024
Product 50,672.0,2024-11-12,W45,2024
Product 278,2842.56,2024-11-25,W45,2024
Product 1351,950.4,2024-11-21,W45,2024
Product 1384,950.4,2024-11-18,W45,2024
Product 1823,1024.0,2024-12-20,W45,2024
Product 840,1036.8,2024-11-16,W45,2024
Product 2264,216.0,2024-12-31,W45,2024
Product 2325,1728.0,2024-11-21,W45,2024
Product 2308,72.0,2024-12-16,W45,2024
Product 2156,81.0,2024-11-12,W45,2024
Product 2156,324.0,2024-11-12,W45,2024
Product 2156,243.0,,W45,2024
Product 2161,81.0,2024-11-12,W45,2024
Product 2161,81.0,,W45,2024
Product 2165,81.0,2024-11-12,W45,2024
Product 2175,81.0,2024-11-12,W45,2024
Product 1607,1036.8,,W45,2024
Product 774,936.0,2024-11-12,W45,2024
Product 2225,234.0,2024-11-12,W45,2024
Product 2225,780.0,2024-12-23,W45,2024
Product 761,936.0,2024-11-12,W45,2024
Product 2179,858.0,2024-12-23,W45,2024
Product 2181,2574.0,2024-11-18,W45,2024
Product 2275,312.0,2024-12-30,W45,2024
Product 2386,390.0,2024-11-25,W45,2024
Product 1683,2030.6,2024-11-15,W45,2024
Product 1684,2030.6,2024-11-15,W45,2024
Product 1685,2030.6,2024-11-16,W45,2024
Product 1686,2030.6,2024-11-16,W45,2024
Product 1690,2030.6,2024-11-16,W45,2024
Product 1691,2030.6,2024-11-17,W45,2024
Product 1692,2030.6,2024-11-17,W45,2024
Product 1693,2030.6,2024-11-18,W45,2024
Product 1639,2030.6,2024-11-18,W45,2024
Product 2304,6.03,2024-12-26,W45,2024
Product 2293,2.07,2024-12-25,W45,2024
Product 1897,1024.0,2024-12-15,W45,2024
Product 1135,424.242,2024-11-18,W45,2024
Product 648,1.0,2024-12-18,W45,2024
Product 874,1020.0,2024-11-26,W45,2024
Product 1117,30.303,2025-01-27,W45,2024
Product 513,100.0,2024-12-13,W45,2024
Product 1133,60.606,2024-12-30,W45,2024
Product 661,0.28,2024-12-15,W45,2024
Product 1116,30.303,2025-01-27,W45,2024
Product 2367,10.08,2024-11-16,W45,2024
Product 513,120.0,2024-12-13,W45,2024
Product 1119,30.303,2024-12-30,W45,2024
Product 1135,60.606,2024-11-18,W45,2024
Product 648,0.4,2024-12-18,W45,2024
Product 661,1.0,2024-12-15,W45,2024
Product 2292,56.5,2025-01-25,W45,2024
Product 1799,51.2,2024-12-09,W45,2024
Product 842,43.2,2024-11-20,W45,2024
Product 841,1009.8,2024-11-16,W45,2024
Product 982,86.4,2025-01-02,W45,2024
Product 928,1209.6,2025-01-15,W45,2024
Product 1502,691.2,2025-01-19,W45,2024
Product 972,1036.8,,W45,2024
Product 982,940.32,2025-01-02,W45,2024
Product 983,1036.8,2024-11-27,W45,2024
Product 1322,1036.8,2025-01-09,W45,2024
Product 1349,1036.8,2025-01-07,W45,2024
Product 1384,2030.4,2024-11-27,W45,2024
Product 990,1036.8,2024-11-27,W45,2024
Product 976,1036.8,2025-01-16,W45,2024
Product 1893,950.4,2024-12-30,W45,2024
Product 1028,820.8,2025-01-19,W45,2024
Product 972,2030.4,,W45,2024
Product 1383,2030.4,2024-11-18,W45,2024
Product 1384,2030.4,2024-11-18,W45,2024
Product 1239,518.4,,W45,2024
Product 1034,345.6,2024-11-19,W45,2024
Product 2094,1036.8,2024-11-27,W45,2024
Product 14,3000.0,2024-12-11,W45,2024
Product 9,1000.0,2024-12-12,W45,2024
Product 10,900.0,2024-12-13,W45,2024
Product 1,1200.0,2024-12-09,W45,2024
Product 2,1500.0,2024-12-08,W45,2024
Product 16,768.0,2024-11-26,W45,2024
Product 16,768.0,2024-12-08,W45,2024
Product 15,3840.0,2024-12-03,W45,2024
Product 78,8017.92,2024-11-26,W45,2024
Product 242,528.0,2024-11-26,W45,2024
Product 279,1512.0,2024-12-09,W45,2024
Product 281,4536.0,2024-12-01,W45,2024
Product 297,1969.92,2024-11-26,W45,2024
Product 326,622.08,2024-11-26,W45,2024
Product 247,1399.68,2024-12-07,W45,2024
Product 251,518.4,2024-12-20,W45,2024
Product 224,1503.36,2024-12-20,W45,2024
Product 761,2262.0,2024-11-12,W45,2024
Product 998,1036.8,2024-11-22,W45,2024
Product 516,483.84,2024-11-12,W45,2024
Product 516,4052.16,2024-11-12,W45,2024
Product 2177,156.0,2024-11-12,W45,2024
Product 2177,702.0,2024-12-30,W45,2024
Product 2196,468.0,2024-11-12,W45,2024
Product 505,780.0,2024-11-25,W45,2024
Product 515,3024.0,2025-01-08,W45,2024
Product 516,60.48,2024-11-12,W45,2024
Product 516,60.48,2024-11-12,W45,2024
Product 516,60.48,2024-11-12,W45,2024
Product 516,2237.76,,W45,2024
Product 1095,600.0,2024-12-24,W45,2024
Product 750,720.0,2025-01-22,W45,2024
Product 756,720.0,2024-11-27,W45,2024
Product 757,780.0,2024-11-24,W45,2024
Product 868,300.0,2024-11-28,W45,2024
Product 868,660.0,,W45,2024
Product 871,720.0,2024-11-28,W45,2024
Product 874,1020.0,,W45,2024
Product 875,1020.0,2024-11-27,W45,2024
Product 1250,660.0,2025-01-22,W45,2024
Product 817,1391.04,2025-01-08,W45,2024
Product 825,1391.04,2025-01-09,W45,2024
Product 959,1728.0,,W45,2024
Product 961,1468.8,2024-12-09,W45,2024
Product 969,3542.4,2024-11-16,W45,2024
Product 2264,1008.0,2024-12-31,W45,2024
Product 2155,405.0,2024-11-12,W45,2024
Product 2308,576.0,2024-12-22,W45,2024
Product 2324,1368.0,2024-12-22,W45,2024
Product 2166,243.0,2024-11-12,W45,2024
Product 2166,405.0,2024-11-12,W45,2024
Product 2166,81.0,,W45,2024
Product 2172,1368.0,2024-11-16,W45,2024
Product 803,936.0,2024-11-12,W45,2024
Product 2177,2028.0,2024-12-30,W45,2024
Product 2225,2028.0,2024-12-23,W45,2024
Product 772,1248.0,2024-11-18,W45,2024
Product 777,702.0,2025-01-27,W45,2024
Product 781,1638.0,2024-11-18,W45,2024
Product 790,936.0,2024-11-18,W45,2024
Product 2179,1560.0,2024-12-23,W45,2024
Product 2181,858.0,2024-12-30,W45,2024
Product 2221,468.0,2024-11-12,W45,2024
Product 1461,390.0,2024-12-30,W45,2024
Product 1472,390.0,2024-12-30,W45,2024
Product 1510,1036.8,2024-11-22,W45,2024
Product 1511,1036.8,2024-12-19,W45,2024
Product 459,1512.0,2024-11-27,W45,2024
Product 460,544.32,2024-11-27,W45,2024
Product 431,1512.0,2024-11-27,W45,2024
Product 461,1512.0,2024-11-28,W45,2024
Product 462,544.32,2024-11-28,W45,2024
Product 1553,1366.04,2024-12-28,W45,2024
Product 1553,1144.52,,W45,2024
Product 969,1641.6,2024-11-16,W45,2024
Product 1550,4319.64,2024-12-29,W45,2024
Product 2241,1404.0,2024-11-12,W45,2024
Product 2279,468.0,2024-11-12,W45,2024
Product 340,60.48,2024-11-12,W45,2024
Product 663,1.6,2024-12-19,W45,2024
Product 2193,936.0,2025-01-06,W45,2024
Product 175,345.6,,W45,2024
Product 177,230.4,2024-11-13,W45,2024
Product 161,76.8,2024-11-12,W45,2024
Product 168,422.4,,W45,2024
Product 171,1536.0,2025-01-17,W45,2024
Product 402,2016.0,2025-01-08,W45,2024
Product 477,1036.8,2024-11-12,W45,2024
Product 477,264.96,2025-01-06,W45,2024
Product 846,129.6,2024-11-12,W45,2024
Product 846,2894.4,2024-11-16,W45,2024
Product 789,1014.0,2025-01-13,W45,2024
Product 712,1468.8,2024-12-22,W45,2024
Product 1787,307.2,2024-12-21,W45,2024
Product 1016,1771.2,2024-12-16,W45,2024
Product 1395,518.4,2024-12-16,W45,2024
Product 1227,43.2,,W45,2024
Product 1796,153.6,2024-12-21,W45,2024
Product 2226,468.0,2025-01-06,W45,2024
Product 966,691.2,2024-12-13,W45,2024
Product 967,1036.8,,W45,2024
Product 968,1036.8,2024-12-14,W45,2024
Product 963,475.2,2024-11-23,W45,2024
Product 963,1036.8,2024-11-24,W45,2024
Product 964,1339.2,2024-11-25,W45,2024
Product 1148,38.0,2024-11-12,W45,2024
Product 2292,60.0,2025-01-25,W45,2024
Product 510,160.0,2024-11-12,W45,2024
Product 695,0.648,2025-01-21,W45,2024
Product 700,1.008,2025-01-22,W45,2024
Product 2288,8.0,2025-01-21,W45,2024
Product 512,100.0,2024-12-12,W45,2024
Product 513,300.0,2024-12-13,W45,2024
Product 1130,60.606,2025-02-17,W45,2024
Product 639,1.0,2025-01-22,W45,2024
Product 2297,0.432,2025-01-21,W45,2024
Product 2363,2.52,2024-12-06,W45,2024
Product 1694,1020.96,2024-12-06,W45,2024
Product 845,1036.8,2024-12-06,W45,2024
Product 1469,390.0,2024-12-23,W45,2024
Product 4,700.0,2024-12-06,W45,2024
Product 6,700.0,2024-12-05,W45,2024
Product 13,5000.0,2024-12-24,W45,2024
Product 14,2500.0,2024-12-24,W45,2024
Product 116,1248.0,2024-12-10,W45,2024
Product 131,7904.0,,W45,2024
Product 132,6916.0,2024-12-17,W45,2024
Product 15,5952.0,2024-12-31,W45,2024
Product 16,1920.0,2024-12-31,W45,2024
Product 37,960.0,2024-12-31,W45,2024
Product 44,384.0,2024-12-10,W45,2024
Product 44,96.0,,W45,2024
Product 54,960.0,2024-12-31,W45,2024
Product 55,288.0,2024-12-10,W45,2024
Product 60,1244.16,2025-01-05,W45,2024
Product 63,829.44,2024-12-31,W45,2024
Product 78,69.12,2025-01-13,W45,2024
Product 78,5875.2,2025-01-15,W45,2024
Product 79,898.56,2025-01-05,W45,2024
Product 87,466.56,2025-01-20,W45,2024
Product 152,1584.0,2024-12-31,W45,2024
Product 153,1504.8,2025-01-08,W45,2024
Product 421,1584.0,2025-01-08,W45,2024
Product 422,1584.0,2025-01-08,W45,2024
Product 432,1440.0,2025-01-09,W45,2024
Product 467,1296.0,2025-01-09,W45,2024
Product 239,990.0,2024-12-31,W45,2024
Product 241,1980.0,2024-12-31,W45,2024
Product 242,1452.0,2024-12-31,W45,2024
Product 151,1267.2,2025-01-05,W45,2024
Product 151,778.8,2025-01-06,W45,2024
