ProductId,WeekId,Year,Etd,To_be_produced_sq2
Product 1066,W41,2024,2024-11-07,1468.8
Product 1066,W44,2024,2024-11-25,1468.8
Product 1066,W45,2024,2024-11-26,1468.8
Product 1066,W47,2024,2024-12-02,1468.8
Product 1066,W48,2024,2024-12-07,1468.8
Product 1066,W49,2024,2024-12-10,1468.8
Product 1067,W39,2024,2024-10-26,1468.8
Product 1067,W41,2024,2024-11-06,1468.8
Product 1067,W44,2024,2024-11-17,1468.8
Product 1067,W45,2024,2024-11-25,1468.8
Product 1067,W47,2024,2024-12-01,1468.8
Product 1067,W48,2024,2024-12-06,1468.8
Product 1067,W49,2024,2024-12-09,1468.8
Product 1072,W44,2024,2024-12-31,993.6
Product 1072,W45,2024,2024-12-31,993.6
Product 1072,W47,2024,2024-12-31,993.6
Product 1072,W48,2024,2024-12-31,993.6
Product 1072,W48,2024,2025-01-28,1036.8
Product 1072,W49,2024,2024-12-31,993.6
Product 1072,W49,2024,2025-01-28,1036.8
Product 1073,W39,2024,2024-10-14,4536.0
Product 1073,W41,2024,2024-10-23,4536.0
Product 1073,W48,2024,2025-02-25,1036.8
Product 1073,W49,2024,2025-02-25,1036.8
Product 1074,W44,2024,2024-12-31,1987.2
Product 1074,W45,2024,2024-12-31,1987.2
Product 1074,W47,2024,2024-12-31,1987.2
Product 1074,W48,2024,2024-12-31,1987.2
Product 1074,W49,2024,2025-01-23,1987.2
Product 1078,W39,2024,2024-10-11,2030.4
Product 1078,W41,2024,2024-10-22,2030.4
Product 1080,W39,2024,2024-10-30,2505.6
Product 1080,W41,2024,2024-10-30,2505.6
Product 1080,W47,2024,2025-01-28,1036.8
Product 1080,W48,2024,2025-02-02,1036.8
Product 1080,W49,2024,2025-02-03,1036.8
Product 1081,W39,2024,2024-10-01,820.8
Product 1081,W44,2024,2024-11-05,820.8
Product 1081,W45,2024,2024-11-16,43.2
Product 1082,W39,2024,2024-11-04,1728.0
Product 1082,W41,2024,2024-12-25,1728.0
Product 1082,W44,2024,2024-12-28,1728.0
Product 1082,W45,2024,2025-01-08,1728.0
Product 1082,W47,2024,2025-01-14,1296.0
Product 1082,W48,2024,2025-01-11,1296.0
Product 1082,W49,2024,2025-01-17,1296.0
Product 1085,W47,2024,2025-01-28,2030.4
Product 1085,W48,2024,2025-02-02,2030.4
Product 1085,W49,2024,2025-02-03,2030.4
Product 1086,W39,2024,2024-11-03,1512.0
Product 1086,W41,2024,2024-10-30,1512.0
Product 1092,W45,2024,2025-01-12,3067.2
Product 1092,W47,2024,2025-01-02,3067.2
Product 1092,W48,2024,2025-01-02,3067.2
Product 1092,W49,2024,2025-01-02,3067.2
Product 1094,W39,2024,2024-12-10,591.75
Product 1094,W41,2024,2024-12-14,591.75
Product 1094,W44,2024,2024-12-23,591.75
Product 1094,W45,2024,2024-12-23,1191.75
Product 1094,W45,2024,2025-01-07,600.0
Product 1094,W47,2024,2024-12-26,1191.75
Product 1094,W47,2024,2025-01-07,600.0
Product 1094,W48,2024,2024-12-26,1191.75
Product 1094,W48,2024,2025-01-07,600.0
Product 1094,W48,2024,2025-01-14,1800.0
Product 1094,W49,2024,2024-12-27,1191.75
Product 1094,W49,2024,2025-01-07,600.0
Product 1094,W49,2024,2025-01-14,1800.0
Product 1095,W39,2024,2024-12-11,660.0
Product 1095,W41,2024,2024-12-15,660.0
Product 1095,W44,2024,2024-12-24,660.0
Product 1095,W45,2024,2024-12-24,660.0
Product 1095,W47,2024,2024-12-27,660.0
Product 1095,W48,2024,2024-12-28,660.0
Product 1095,W49,2024,2024-12-29,660.0
Product 1104,W44,2024,2024-12-19,17.576
Product 1104,W44,2024,2025-02-24,164.242
Product 1104,W45,2024,2024-12-19,17.576
Product 1104,W45,2024,2025-02-24,164.242
Product 1104,W47,2024,2024-12-19,17.576
Product 1104,W47,2024,2025-02-24,285.454
Product 1104,W48,2024,2025-01-17,17.576
Product 1104,W48,2024,2025-02-24,285.45399999999995
Product 1104,W49,2024,2025-01-10,17.576
Product 1104,W49,2024,2025-01-17,121.212
Product 1104,W49,2024,2025-02-24,164.242
Product 1116,W39,2024,2025-01-27,30.303
Product 1116,W41,2024,2025-01-27,30.303
Product 1116,W44,2024,2025-01-27,30.303
Product 1116,W45,2024,2025-01-27,30.303
Product 1116,W47,2024,2025-01-27,30.303
Product 1116,W48,2024,2025-01-27,30.303
Product 1116,W49,2024,2025-01-27,30.303
Product 1117,W39,2024,2025-01-27,30.303
Product 1117,W41,2024,2025-01-27,30.303
Product 1117,W44,2024,2025-01-27,30.303
Product 1117,W45,2024,2025-01-27,30.303
Product 1117,W47,2024,2025-01-27,30.303
Product 1117,W48,2024,2025-01-27,30.303
Product 1117,W49,2024,2025-01-27,30.303
Product 1119,W39,2024,2024-12-30,30.303
Product 1119,W41,2024,2024-12-30,30.303
Product 1119,W44,2024,2024-12-30,30.303
Product 1119,W45,2024,2024-12-30,30.303
Product 1119,W47,2024,2025-01-06,30.303
Product 1119,W48,2024,2025-01-06,30.303
Product 1119,W49,2024,2025-01-06,30.303
Product 1130,W44,2024,2025-02-17,60.606
Product 1130,W45,2024,2025-02-17,60.606
Product 1130,W47,2024,2025-02-17,60.606
Product 1130,W48,2024,2025-01-06,60.606
Product 1130,W49,2024,2025-01-06,60.606
Product 1133,W39,2024,2024-12-30,60.606
Product 1133,W41,2024,2024-12-30,60.606
Product 1133,W44,2024,2024-12-30,60.606
Product 1133,W45,2024,2024-12-30,60.606
Product 1133,W47,2024,2025-01-06,60.606
Product 1133,W48,2024,2025-01-06,60.606
Product 1133,W49,2024,2025-01-20,60.606
Product 1135,W39,2024,2024-12-30,484.848
Product 1135,W41,2024,2024-11-18,484.848
Product 1135,W44,2024,2024-11-18,484.848
Product 1135,W45,2024,2024-11-18,484.848
Product 1135,W47,2024,2024-12-09,484.848
Product 1135,W47,2024,2025-01-17,30.303
Product 1135,W47,2024,2025-02-24,303.03000000000003
Product 1135,W48,2024,2025-01-06,484.848
Product 1135,W48,2024,2025-01-17,30.303
Product 1135,W48,2024,2025-02-24,303.03000000000003
Product 1135,W49,2024,2025-01-06,484.848
Product 1135,W49,2024,2025-01-17,333.33299999999997
Product 1148,W44,2024,2024-12-12,98.0
Product 1148,W45,2024,2024-11-12,38.0
Product 116,W41,2024,2024-11-07,8352.0
Product 116,W44,2024,2024-11-01,1152.0
Product 116,W44,2024,2024-11-11,7200.0
Product 116,W44,2024,2024-12-10,1920.0
Product 116,W45,2024,2024-11-12,2976.0
Product 116,W45,2024,2024-12-10,1248.0
Product 116,W47,2024,2024-12-10,96.0
Product 1165,W45,2024,2025-01-12,518.4
Product 1165,W47,2024,2025-01-12,518.4
Product 1165,W48,2024,2025-01-12,518.4
Product 1165,W49,2024,2025-01-12,518.4
Product 1170,W39,2024,2024-10-30,2030.4
Product 1170,W41,2024,2024-10-31,2030.4
Product 1170,W44,2024,2024-11-05,2030.4
Product 1170,W45,2024,2024-11-12,2030.4
Product 1171,W39,2024,2024-11-01,2030.4
Product 1171,W41,2024,2024-11-02,2030.4
Product 1171,W44,2024,2024-11-09,2030.4
Product 1171,W45,2024,2024-11-15,2030.4
Product 1171,W47,2024,2024-11-25,2030.4
Product 1172,W39,2024,2024-11-01,2030.4
Product 1172,W41,2024,2024-11-02,2030.4
Product 1172,W44,2024,2024-11-12,2030.4
Product 1172,W45,2024,2024-11-17,2030.4
Product 1172,W47,2024,2024-11-25,2030.4
Product 1173,W39,2024,2024-10-30,2030.4
Product 1173,W41,2024,2024-10-31,2030.4
Product 1173,W44,2024,2024-11-07,2030.4
Product 1173,W45,2024,2024-11-13,2030.4
Product 1174,W39,2024,2024-10-31,2030.4
Product 1174,W41,2024,2024-11-01,2030.4
Product 1174,W44,2024,2024-11-08,2030.4
Product 1174,W45,2024,2024-11-13,2030.4
Product 1175,W39,2024,2024-11-02,2030.4
Product 1175,W41,2024,2024-11-03,2030.4
Product 1175,W44,2024,2024-11-11,2030.4
Product 1175,W45,2024,2024-11-16,2030.4
Product 1175,W47,2024,2024-11-25,2030.4
Product 1188,W39,2024,2024-11-12,1036.8
Product 1188,W41,2024,2024-11-12,1036.8
Product 1188,W44,2024,2024-11-16,1036.8
Product 1188,W45,2024,2024-11-16,1036.8
Product 1193,W39,2024,2024-10-04,432.0
Product 1193,W41,2024,2024-10-15,432.0
Product 1193,W44,2024,2024-11-16,432.0
Product 1193,W45,2024,2024-11-12,345.6
Product 1193,W45,2024,2024-11-16,86.4
Product 1202,W39,2024,2024-11-21,1036.8
Product 1202,W41,2024,2024-11-26,1036.8
Product 1202,W44,2024,2025-03-10,2030.4
Product 1202,W45,2024,2025-03-10,2030.4
Product 1202,W47,2024,2025-03-10,2073.6
Product 1202,W48,2024,2025-01-23,1036.8
Product 1202,W48,2024,2025-02-22,2030.4
Product 1202,W49,2024,2025-01-27,1036.8
Product 1202,W49,2024,2025-02-12,2030.4
Product 1203,W44,2024,2025-03-10,475.2
Product 1203,W45,2024,2025-03-10,475.2
Product 1203,W47,2024,2025-03-10,475.2
Product 1203,W48,2024,2025-01-23,475.2
Product 1203,W48,2024,2025-02-22,1036.8
Product 1203,W49,2024,2025-01-27,475.2
Product 1203,W49,2024,2025-02-10,561.6
Product 1203,W49,2024,2025-02-11,475.2
Product 1204,W41,2024,2024-10-29,86.4
Product 1205,W44,2024,2024-11-30,43.2
Product 1205,W44,2024,2024-12-31,1987.2
Product 1205,W45,2024,2024-12-31,604.8
Product 1206,W39,2024,2024-10-01,1166.3999999999999
Product 1206,W41,2024,2024-10-15,1166.3999999999999
Product 1206,W44,2024,2024-11-05,1166.3999999999999
Product 1206,W45,2024,2024-11-12,302.4
Product 1206,W47,2024,2025-02-05,648.0
Product 1208,W39,2024,2024-10-23,1080.0
Product 1208,W41,2024,2024-10-26,1080.0
Product 1208,W41,2024,2024-10-27,1036.8
Product 1208,W44,2024,2024-11-05,2116.8
Product 1208,W44,2024,2024-12-31,993.6
Product 1208,W45,2024,2024-11-17,2116.8
Product 1208,W45,2024,2024-12-31,993.6
Product 1208,W47,2024,2024-11-29,2116.8
Product 1208,W48,2024,2024-12-06,2116.8
Product 1208,W48,2024,2025-02-20,993.6
Product 1208,W49,2024,2025-02-26,1036.8
Product 1213,W44,2024,2024-12-26,43.2
Product 1213,W47,2024,2025-01-28,43.2
Product 1213,W48,2024,2025-01-28,1036.8
Product 1213,W49,2024,2025-01-28,1036.8
Product 1215,W44,2024,2024-12-31,475.2
Product 1215,W45,2024,2025-01-06,475.2
Product 1215,W47,2024,2025-01-12,475.2
Product 1215,W48,2024,2025-01-10,475.2
Product 1215,W49,2024,2025-01-15,475.2
Product 1216,W39,2024,2024-10-01,1036.8
Product 1216,W41,2024,2024-10-15,1036.8
Product 1217,W39,2024,2024-10-26,1036.8
Product 1217,W41,2024,2024-10-26,1036.8
Product 1218,W44,2024,2024-11-27,1036.8
Product 1218,W45,2024,2024-11-22,475.2
Product 1221,W48,2024,2025-01-31,1036.8
Product 1221,W49,2024,2025-01-31,1036.8
Product 1226,W48,2024,2025-01-22,1638.72
Product 1226,W49,2024,2025-01-26,1638.72
Product 1227,W48,2024,2025-01-22,518.4
Product 1227,W49,2024,2025-01-26,518.4
Product 1229,W39,2024,2024-10-01,3240.0
Product 1229,W41,2024,2024-10-15,3240.0
Product 1230,W39,2024,2024-10-01,518.4
Product 1230,W41,2024,2024-10-15,518.4
Product 1230,W47,2024,2025-02-05,1468.8
Product 1230,W48,2024,2025-02-23,1468.8
Product 1230,W49,2024,2025-02-12,1468.8
Product 1232,W39,2024,2024-10-23,3110.3999999999996
Product 1232,W41,2024,2024-10-26,2073.6
Product 1232,W44,2024,2024-11-05,2073.6
Product 1232,W45,2024,2024-11-16,86.4
Product 1233,W39,2024,2024-10-23,1036.8
Product 1233,W41,2024,2024-10-26,1036.8
Product 1233,W44,2024,2024-11-05,1036.8
Product 1233,W45,2024,2024-11-12,561.6
Product 1238,W48,2024,2025-01-09,86.4
Product 1238,W49,2024,2025-01-15,86.4
Product 1243,W45,2024,2024-11-22,518.4
Product 1244,W48,2024,2025-01-31,518.4
Product 1244,W49,2024,2025-01-31,518.4
Product 1247,W39,2024,2024-12-23,329.02
Product 1247,W41,2024,2024-12-23,329.02
Product 1247,W44,2024,2024-12-23,329.02
Product 1247,W45,2024,2024-12-23,329.02
Product 1247,W47,2024,2025-01-06,329.02
Product 1247,W48,2024,2025-01-06,329.02
Product 1247,W49,2024,2025-01-27,329.02
Product 1248,W39,2024,2024-12-23,329.02
Product 1248,W41,2024,2024-12-23,329.02
Product 1248,W44,2024,2024-12-23,329.02
Product 1248,W45,2024,2024-12-23,329.02
Product 1248,W47,2024,2025-01-06,329.02
Product 1248,W48,2024,2025-01-06,329.02
Product 1248,W49,2024,2025-01-27,329.02
Product 125,W47,2024,2024-11-25,4104.0
Product 125,W48,2024,2025-02-06,4104.0
Product 125,W49,2024,2025-02-11,4104.0
Product 1250,W39,2024,2024-10-09,1320.0
Product 1250,W39,2024,2024-10-22,720.0
Product 1250,W39,2024,2024-11-05,720.0
Product 1250,W41,2024,2024-10-11,1320.0
Product 1250,W41,2024,2024-10-22,660.0
Product 1250,W44,2024,2025-01-16,660.0
Product 1250,W45,2024,2025-01-22,660.0
Product 1250,W47,2024,2025-01-21,660.0
Product 1250,W48,2024,2025-01-27,660.0
Product 1250,W49,2024,2025-01-28,660.0
Product 1251,W49,2024,2025-02-13,720.0
Product 1265,W39,2024,2024-10-04,17.22
Product 1265,W41,2024,2024-10-11,17.22
Product 1267,W47,2024,2025-01-03,5.04
Product 1267,W48,2024,2025-01-03,5.04
Product 1267,W49,2024,2024-12-29,5.04
Product 1268,W47,2024,2025-01-17,5.04
Product 1268,W48,2024,2025-01-17,5.04
Product 1268,W49,2024,2025-01-17,5.04
Product 1270,W39,2024,2024-10-29,7.56
Product 1270,W41,2024,2024-10-29,7.56
Product 1270,W41,2024,2024-11-12,16.38
Product 1270,W47,2024,2025-01-03,0.42
Product 1270,W48,2024,2025-01-03,0.42
Product 1270,W49,2024,2024-12-27,0.42
Product 1271,W39,2024,2024-10-04,2.1
Product 1271,W41,2024,2024-10-11,2.1
Product 1280,W39,2024,2024-10-01,2073.6
Product 1280,W39,2024,2024-10-29,993.6
Product 1280,W41,2024,2024-10-15,2073.6
Product 1280,W41,2024,2024-12-21,993.6
Product 1280,W44,2024,2024-11-14,3067.2
Product 1280,W44,2024,2024-12-31,993.6
Product 1280,W45,2024,2024-11-17,3067.2
Product 1280,W45,2024,2024-12-31,993.6
Product 1280,W47,2024,2025-01-06,820.8
Product 1280,W48,2024,2025-01-02,820.8
Product 1280,W49,2024,2025-01-07,43.2
Product 1280,W49,2024,2025-01-08,734.4
Product 1284,W47,2024,2025-02-05,1036.8
Product 1284,W48,2024,2025-02-19,1036.8
Product 1284,W49,2024,2025-02-08,1036.8
Product 1285,W39,2024,2024-10-01,388.8
Product 1286,W48,2024,2025-01-26,432.0
Product 1286,W49,2024,2025-01-30,432.0
Product 1287,W44,2024,2024-12-21,648.0
Product 1287,W45,2024,2024-12-28,648.0
Product 1287,W47,2024,2025-01-02,648.0
Product 1287,W48,2024,2024-12-30,1166.4
Product 1287,W48,2024,2025-02-18,518.4
Product 1287,W49,2024,2025-01-05,1166.4
Product 1287,W49,2024,2025-02-07,518.4
Product 1289,W39,2024,2024-11-06,1036.8
Product 1289,W41,2024,2024-11-09,1036.8
Product 1289,W44,2024,2024-11-16,1036.8
Product 1289,W45,2024,2024-11-20,1036.8
Product 1289,W47,2024,2025-01-28,1036.8
Product 1289,W48,2024,2025-01-28,1036.8
Product 1289,W49,2024,2025-01-28,1036.8
Product 1294,W47,2024,2024-12-10,43.2
Product 1294,W48,2024,2024-12-10,43.2
Product 1294,W49,2024,2024-12-10,43.2
Product 1298,W39,2024,2024-10-04,993.6
Product 1298,W41,2024,2024-10-15,993.6
Product 1298,W44,2024,2024-11-04,993.6
Product 1298,W45,2024,2024-11-12,993.6
Product 13,W39,2024,2024-10-01,3600.0
Product 13,W44,2024,2024-12-24,5000.0
Product 13,W45,2024,2024-12-24,5000.0
Product 13,W47,2024,2024-12-24,5000.0
Product 13,W48,2024,2024-10-15,100.0
Product 13,W48,2024,2024-12-24,5000.0
Product 13,W49,2024,2024-10-15,100.0
Product 13,W49,2024,2024-12-24,4900.0
Product 1300,W39,2024,2024-12-19,1512.0
Product 1300,W41,2024,2024-11-13,1512.0
Product 1300,W44,2024,2024-12-02,1512.0
Product 1300,W45,2024,2024-12-02,1512.0
Product 1300,W47,2024,2024-12-01,1512.0
Product 1300,W48,2024,2024-12-07,1512.0
Product 1300,W49,2024,2024-12-16,1512.0
Product 1302,W48,2024,2025-02-21,1036.8
Product 1302,W49,2024,2025-02-11,1036.8
Product 1303,W44,2024,2024-12-31,1987.2
Product 1303,W45,2024,2025-01-08,1987.2
Product 1303,W47,2024,2025-01-14,1987.2
Product 1303,W48,2024,2025-01-12,1987.2
Product 1303,W49,2024,2025-01-17,1987.2
Product 1304,W39,2024,2024-11-04,3326.4
Product 1304,W41,2024,2024-11-07,3326.4
Product 1304,W44,2024,2024-11-05,3326.4
Product 1304,W44,2024,2024-12-31,993.6
Product 1304,W45,2024,2024-11-15,2376.0
Product 1304,W45,2024,2024-12-31,993.6
Product 1304,W47,2024,2024-12-31,950.4
Product 1306,W39,2024,2024-10-22,1036.8
Product 1306,W41,2024,2024-12-24,1036.8
Product 1306,W44,2024,2024-11-24,1036.8
Product 1306,W45,2024,2024-11-19,1036.8
Product 1306,W47,2024,2025-01-28,43.2
Product 1306,W48,2024,2025-02-03,1036.8
Product 1306,W49,2024,2025-02-03,1036.8
Product 131,W44,2024,2025-01-04,7904.0
Product 131,W47,2024,2024-12-17,7904.0
Product 131,W48,2024,2024-12-17,2888.0
Product 1315,W39,2024,2024-10-04,1425.6
Product 1315,W41,2024,2024-10-15,1425.6
Product 132,W44,2024,2025-01-07,9956.0
Product 132,W45,2024,2024-12-17,6916.0
Product 132,W45,2024,2024-12-24,3040.0
Product 132,W47,2024,2024-12-17,6916.0
Product 132,W47,2024,2024-12-24,3040.0
Product 132,W48,2024,2024-12-17,6916.0
Product 132,W48,2024,2024-12-24,3040.0
Product 132,W49,2024,2024-12-17,2356.0
Product 132,W49,2024,2024-12-24,2660.0
Product 1320,W44,2024,2025-01-20,1987.2
Product 1320,W45,2024,2025-01-20,1987.2
Product 1320,W47,2024,2025-01-20,1987.2
Product 1320,W48,2024,2025-01-11,2030.4
Product 1320,W48,2024,2025-02-22,1987.2
Product 1320,W49,2024,2025-01-16,2030.4
Product 1320,W49,2024,2025-02-12,1987.2
Product 1322,W39,2024,2024-11-27,993.6
Product 1322,W41,2024,2024-11-27,993.6
Product 1322,W44,2024,2024-12-29,1036.8
Product 1322,W44,2024,2024-12-31,1857.6
Product 1322,W45,2024,2025-01-09,2894.3999999999996
Product 1322,W47,2024,2025-01-15,2894.3999999999996
Product 1322,W48,2024,2025-01-13,2894.3999999999996
Product 1322,W49,2024,2025-01-19,2894.3999999999996
Product 1325,W39,2024,2024-11-01,518.4
Product 1325,W41,2024,2024-11-01,518.4
Product 1325,W44,2024,2024-11-05,518.4
Product 1325,W45,2024,2024-11-16,518.4
Product 1325,W47,2024,2024-11-29,518.4
Product 1325,W48,2024,2024-12-06,518.4
Product 1325,W49,2024,2024-12-10,518.4
Product 1326,W39,2024,2024-11-11,1598.4
Product 1326,W41,2024,2024-11-12,1598.4
Product 1326,W44,2024,2024-11-17,1598.4
Product 1326,W45,2024,2024-11-18,1598.4
Product 1326,W48,2024,2025-01-28,345.6
Product 1326,W49,2024,2025-01-28,345.6
