productId,quantity,weekId,year,ETD
prod-XP-0644,156,1,2020,15.01.2020
prod-SF-1346,154,1,2020,19.02.2020
prod-EL-5697,149,1,2020,15.01.2020
prod-CH-5820,142,1,2020,15.01.2020
prod-AK-9721,180,1,2020,12.02.2020
prod-WV-5826,22,1,2020,22.01.2020
prod-LA-9529,79,1,2020,01.01.2020
prod-BJ-4607,58,1,2020,05.02.2020
prod-FT-5796,119,1,2020,01.01.2020
prod-PE-2090,158,1,2020,22.01.2020
prod-HA-4447,84,1,2020,19.02.2020
prod-UY-5817,153,1,2020,22.01.2020
prod-TN-3912,20,1,2020,19.02.2020
prod-FD-4373,39,1,2020,05.02.2020
prod-EH-5478,103,1,2020,08.01.2020
prod-IK-9801,163,1,2020,22.01.2020
prod-NY-9246,26,1,2020,05.02.2020
prod-QU-2537,11,1,2020,08.01.2020
prod-BG-1400,169,1,2020,22.01.2020
prod-WI-4860,152,1,2020,29.01.2020
prod-GA-9261,128,1,2020,19.02.2020
prod-LC-1682,11,1,2020,19.02.2020
prod-CS-0377,27,1,2020,15.01.2020
prod-KK-2365,195,1,2020,08.01.2020
prod-UZ-8217,92,1,2020,08.01.2020
prod-CD-5611,50,1,2020,05.02.2020
prod-OB-7565,150,1,2020,08.01.2020
prod-CP-4431,112,1,2020,05.02.2020
prod-IJ-0890,132,1,2020,19.02.2020
prod-YH-7675,66,1,2020,29.01.2020
prod-UW-5762,1,1,2020,26.02.2020
prod-WJ-5439,173,1,2020,01.01.2020
prod-BV-2929,47,1,2020,12.02.2020
prod-QM-9703,104,1,2020,12.02.2020
prod-WZ-7689,63,1,2020,12.02.2020
prod-KP-1656,81,1,2020,12.02.2020
prod-RM-4274,24,1,2020,01.01.2020
prod-FB-5592,23,1,2020,22.01.2020
prod-WV-5376,37,1,2020,15.01.2020
prod-NT-5755,182,1,2020,01.01.2020
prod-QL-0635,0,1,2020,22.01.2020
prod-BQ-8524,5,1,2020,19.02.2020
prod-ZW-1274,12,1,2020,08.01.2020
prod-TU-4379,2,1,2020,12.02.2020
prod-QG-1179,36,1,2020,08.01.2020
prod-BB-4740,116,1,2020,05.02.2020
prod-VM-6483,6,1,2020,15.01.2020
prod-IR-6317,114,1,2020,26.02.2020
prod-KB-8277,89,1,2020,05.02.2020
prod-DK-5628,192,1,2020,05.02.2020
prod-IA-9798,183,1,2020,29.01.2020
prod-XH-6185,46,1,2020,29.01.2020
prod-FM-7604,50,1,2020,15.01.2020
prod-HL-4090,105,1,2020,15.01.2020
prod-BS-7191,141,1,2020,29.01.2020
prod-ND-3310,85,1,2020,26.02.2020
prod-JB-4345,87,2,2020,08.01.2020
prod-YR-9952,125,2,2020,04.03.2020
prod-MY-2833,27,2,2020,15.01.2020
prod-RM-2726,122,2,2020,26.02.2020
prod-TL-5902,120,2,2020,22.01.2020
prod-QX-2308,52,2,2020,12.02.2020
prod-VF-5379,131,2,2020,08.01.2020
prod-MR-5626,196,2,2020,26.02.2020
prod-FS-1806,64,2,2020,08.01.2020
prod-PA-5742,191,2,2020,08.01.2020
prod-JB-9607,15,2,2020,12.02.2020
prod-QE-5374,144,2,2020,05.02.2020
prod-CV-4991,89,2,2020,19.02.2020
prod-TJ-7970,66,2,2020,08.01.2020
prod-SD-2913,32,2,2020,26.02.2020
prod-JO-0079,64,2,2020,05.02.2020
prod-SY-8904,152,2,2020,05.02.2020
prod-JP-3206,93,2,2020,05.02.2020
prod-VY-8385,98,2,2020,04.03.2020
prod-HU-4122,8,2,2020,04.03.2020
prod-GP-1744,94,2,2020,15.01.2020
prod-TK-5883,65,2,2020,26.02.2020
prod-PQ-8179,80,2,2020,29.01.2020
prod-ZK-7351,193,2,2020,19.02.2020
prod-MP-4483,196,2,2020,05.02.2020
prod-TT-2752,106,2,2020,26.02.2020
prod-TR-4162,74,2,2020,08.01.2020
prod-CL-0085,156,2,2020,08.01.2020
prod-NY-9725,19,2,2020,19.02.2020
prod-IT-7861,166,2,2020,08.01.2020
prod-OV-4798,111,2,2020,08.01.2020
prod-CS-9024,155,2,2020,26.02.2020
prod-AI-0682,47,2,2020,15.01.2020
prod-QV-9115,51,2,2020,22.01.2020
prod-EU-7056,6,2,2020,04.03.2020
prod-CJ-3238,125,2,2020,26.02.2020
prod-PG-7396,180,2,2020,04.03.2020
prod-QZ-6672,57,2,2020,22.01.2020
prod-GZ-7296,96,2,2020,22.01.2020
prod-GE-4471,152,2,2020,08.01.2020
prod-WO-7886,159,2,2020,29.01.2020
prod-DF-7326,105,2,2020,12.02.2020
prod-PL-1107,164,2,2020,04.03.2020
prod-ZF-8638,29,2,2020,04.03.2020
prod-IN-8711,59,2,2020,04.03.2020
prod-BK-4342,11,2,2020,05.02.2020
prod-ID-7998,193,2,2020,29.01.2020
prod-DQ-2333,160,2,2020,04.03.2020
prod-GL-8457,115,2,2020,04.03.2020
prod-RK-3379,132,2,2020,05.02.2020
prod-FU-3284,107,2,2020,04.03.2020
prod-BM-8544,83,2,2020,19.02.2020
prod-NN-1455,189,2,2020,05.02.2020
prod-WO-7542,132,2,2020,04.03.2020
prod-KB-7839,194,2,2020,22.01.2020
prod-FI-3614,103,2,2020,04.03.2020
prod-UP-0538,65,2,2020,05.02.2020
prod-RQ-5469,38,2,2020,22.01.2020
prod-EO-9307,63,2,2020,12.02.2020
prod-GL-6166,118,2,2020,19.02.2020
prod-XG-2177,84,2,2020,19.02.2020
prod-DO-5533,88,2,2020,08.01.2020
prod-JD-7446,78,2,2020,26.02.2020
prod-PY-8713,64,2,2020,12.02.2020
prod-UG-9795,193,2,2020,08.01.2020
prod-DF-8293,85,2,2020,08.01.2020
prod-BA-5878,138,2,2020,19.02.2020
prod-FF-5213,139,2,2020,22.01.2020
prod-PV-8709,88,2,2020,08.01.2020
prod-ZN-3781,144,2,2020,12.02.2020
prod-DZ-3471,54,2,2020,04.03.2020
prod-WM-8339,101,2,2020,05.02.2020
prod-LT-9676,126,2,2020,22.01.2020
prod-ZB-7367,183,2,2020,08.01.2020
prod-OX-3521,90,2,2020,04.03.2020
prod-DS-4693,1,2,2020,04.03.2020
prod-HV-7769,56,2,2020,04.03.2020
prod-RW-6810,61,2,2020,04.03.2020
prod-WU-5386,80,2,2020,22.01.2020
prod-HC-9787,154,2,2020,04.03.2020
prod-KN-7983,11,2,2020,08.01.2020
prod-MW-6417,186,2,2020,19.02.2020
prod-RU-1176,58,2,2020,29.01.2020
prod-VQ-1813,33,2,2020,29.01.2020
prod-GB-5971,67,2,2020,15.01.2020
prod-DT-0194,28,2,2020,15.01.2020
prod-VM-9822,170,2,2020,05.02.2020
prod-JY-9694,53,2,2020,15.01.2020
prod-YF-5159,56,2,2020,22.01.2020
prod-DP-6348,199,2,2020,08.01.2020
prod-XA-3457,124,2,2020,05.02.2020
prod-GE-7676,197,2,2020,26.02.2020
prod-QZ-5145,7,2,2020,08.01.2020
prod-GW-3685,30,2,2020,08.01.2020
prod-TC-9891,179,2,2020,26.02.2020
prod-FC-6978,133,2,2020,29.01.2020
prod-JL-1233,43,2,2020,19.02.2020
prod-SQ-3059,139,2,2020,05.02.2020
prod-XN-6850,196,2,2020,19.02.2020
prod-AH-5651,175,2,2020,22.01.2020
prod-UC-7554,168,2,2020,19.02.2020
prod-AZ-1055,88,2,2020,08.01.2020
prod-ZS-3468,120,2,2020,26.02.2020
prod-RO-5944,189,2,2020,05.02.2020
prod-UQ-5884,46,2,2020,19.02.2020
prod-IA-0770,36,2,2020,08.01.2020
prod-HD-8474,65,2,2020,15.01.2020
prod-KL-0810,119,2,2020,26.02.2020
prod-QQ-1218,28,2,2020,04.03.2020
prod-TP-3741,120,2,2020,12.02.2020
prod-WT-1580,52,2,2020,12.02.2020
prod-GX-3093,21,2,2020,04.03.2020
prod-QE-0466,129,2,2020,19.02.2020
prod-AN-6950,54,2,2020,26.02.2020
prod-GT-8690,197,2,2020,12.02.2020
prod-VA-9951,150,2,2020,08.01.2020
prod-HG-2219,173,2,2020,08.01.2020
prod-UO-5951,24,2,2020,29.01.2020
prod-CY-6011,35,2,2020,08.01.2020
prod-VG-5592,13,2,2020,26.02.2020
prod-SJ-9732,126,2,2020,22.01.2020
prod-II-6929,69,2,2020,12.02.2020
prod-AS-2725,40,2,2020,26.02.2020
prod-LH-7719,179,2,2020,26.02.2020
prod-PE-6949,77,2,2020,12.02.2020
prod-SF-8935,146,2,2020,26.02.2020
prod-NL-4580,171,2,2020,05.02.2020
prod-EM-1009,75,2,2020,15.01.2020
prod-GR-6870,79,2,2020,22.01.2020
prod-KG-8739,97,2,2020,15.01.2020
prod-IG-4995,182,2,2020,12.02.2020
prod-ZQ-1478,107,2,2020,19.02.2020
prod-YA-0464,79,2,2020,15.01.2020
prod-RF-8309,143,2,2020,22.01.2020
prod-GV-0080,115,2,2020,19.02.2020
prod-OL-7357,162,2,2020,08.01.2020
prod-VJ-1399,14,2,2020,19.02.2020
prod-XS-2568,156,2,2020,04.03.2020
prod-RW-3321,20,2,2020,04.03.2020
prod-BL-6419,97,2,2020,04.03.2020
prod-NN-9389,169,2,2020,12.02.2020
prod-TL-9779,105,2,2020,19.02.2020
prod-GP-7396,178,2,2020,12.02.2020
prod-BY-0062,155,2,2020,19.02.2020
prod-XP-0644,150,2,2020,05.02.2020
prod-SF-1346,183,2,2020,22.01.2020
prod-EL-5697,88,2,2020,22.01.2020
prod-CH-5820,53,2,2020,05.02.2020
prod-AK-9721,20,2,2020,04.03.2020
prod-WV-5826,5,2,2020,12.02.2020
prod-LA-9529,119,2,2020,29.01.2020
prod-BJ-4607,122,2,2020,05.02.2020
prod-FT-5796,147,2,2020,08.01.2020
prod-PE-2090,47,2,2020,12.02.2020
prod-HA-4447,117,2,2020,12.02.2020
prod-UY-5817,176,2,2020,26.02.2020
prod-TN-3912,27,2,2020,05.02.2020
prod-FD-4373,156,2,2020,08.01.2020
prod-EH-5478,86,2,2020,05.02.2020
prod-IK-9801,167,2,2020,05.02.2020
prod-NY-9246,159,2,2020,29.01.2020
prod-QU-2537,189,2,2020,22.01.2020
prod-BG-1400,169,2,2020,26.02.2020
prod-WI-4860,134,2,2020,05.02.2020
prod-GA-9261,188,2,2020,15.01.2020
prod-LC-1682,178,2,2020,15.01.2020
prod-CS-0377,195,2,2020,12.02.2020
prod-KK-2365,73,2,2020,08.01.2020
prod-UZ-8217,116,2,2020,19.02.2020
prod-CD-5611,20,2,2020,12.02.2020
prod-OB-7565,34,2,2020,12.02.2020
prod-CP-4431,163,2,2020,26.02.2020
prod-IJ-0890,196,2,2020,12.02.2020
prod-YH-7675,70,2,2020,04.03.2020
prod-UW-5762,85,2,2020,22.01.2020
prod-WJ-5439,104,2,2020,05.02.2020
prod-BV-2929,96,2,2020,04.03.2020
prod-QM-9703,104,2,2020,15.01.2020
prod-WZ-7689,171,2,2020,29.01.2020
prod-KP-1656,14,2,2020,29.01.2020
prod-RM-4274,79,2,2020,12.02.2020
prod-FB-5592,16,2,2020,26.02.2020
prod-WV-5376,63,2,2020,19.02.2020
prod-NT-5755,51,2,2020,08.01.2020
prod-QL-0635,81,2,2020,19.02.2020
prod-BQ-8524,57,2,2020,05.02.2020
prod-ZW-1274,88,2,2020,19.02.2020
prod-TU-4379,99,2,2020,12.02.2020
prod-QG-1179,91,2,2020,04.03.2020
prod-BB-4740,175,2,2020,04.03.2020
prod-VM-6483,63,2,2020,22.01.2020
prod-IR-6317,197,2,2020,05.02.2020
prod-KB-8277,106,2,2020,04.03.2020
prod-DK-5628,113,2,2020,12.02.2020
prod-IA-9798,128,2,2020,12.02.2020
prod-XH-6185,50,2,2020,05.02.2020
prod-FM-7604,147,2,2020,08.01.2020
prod-HL-4090,26,2,2020,26.02.2020
prod-BS-7191,86,2,2020,05.02.2020
prod-ND-3310,69,2,2020,04.03.2020
prod-JB-4345,16,3,2020,22.01.2020
prod-YR-9952,64,3,2020,11.03.2020
prod-MY-2833,94,3,2020,05.02.2020
prod-RM-2726,199,3,2020,22.01.2020
prod-TL-5902,158,3,2020,29.01.2020
prod-QX-2308,181,3,2020,22.01.2020
prod-VF-5379,20,3,2020,26.02.2020
prod-MR-5626,196,3,2020,29.01.2020
prod-FS-1806,176,3,2020,29.01.2020
prod-PA-5742,77,3,2020,29.01.2020
prod-JB-9607,95,3,2020,29.01.2020
prod-QE-5374,2,3,2020,05.02.2020
prod-CV-4991,18,3,2020,05.02.2020
prod-TJ-7970,49,3,2020,11.03.2020
prod-SD-2913,125,3,2020,05.02.2020
prod-JO-0079,91,3,2020,29.01.2020
prod-SY-8904,104,3,2020,05.02.2020
prod-JP-3206,88,3,2020,29.01.2020
prod-VY-8385,40,3,2020,22.01.2020
prod-HU-4122,176,3,2020,19.02.2020
prod-GP-1744,20,3,2020,12.02.2020
prod-TK-5883,181,3,2020,22.01.2020
prod-PQ-8179,56,3,2020,12.02.2020
prod-ZK-7351,25,3,2020,12.02.2020
prod-MP-4483,126,3,2020,19.02.2020
prod-TT-2752,114,3,2020,26.02.2020
prod-TR-4162,64,3,2020,04.03.2020
prod-CL-0085,93,3,2020,11.03.2020
prod-NY-9725,3,3,2020,29.01.2020
prod-IT-7861,193,3,2020,29.01.2020
prod-OV-4798,143,3,2020,05.02.2020
prod-CS-9024,121,3,2020,04.03.2020
prod-AI-0682,93,3,2020,12.02.2020
prod-QV-9115,94,3,2020,11.03.2020
prod-EU-7056,1,3,2020,04.03.2020
prod-CJ-3238,64,3,2020,15.01.2020
prod-PG-7396,17,3,2020,12.02.2020
prod-QZ-6672,13,3,2020,15.01.2020
prod-GZ-7296,70,3,2020,04.03.2020
prod-GE-4471,90,3,2020,29.01.2020
prod-WO-7886,124,3,2020,04.03.2020
prod-DF-7326,163,3,2020,12.02.2020
prod-PL-1107,2,3,2020,26.02.2020
prod-ZF-8638,186,3,2020,11.03.2020
prod-IN-8711,109,3,2020,05.02.2020
prod-BK-4342,94,3,2020,04.03.2020
prod-ID-7998,29,3,2020,11.03.2020
prod-DQ-2333,181,3,2020,26.02.2020
prod-GL-8457,46,3,2020,05.02.2020
prod-RK-3379,189,3,2020,05.02.2020
prod-FU-3284,65,3,2020,26.02.2020
prod-BM-8544,107,3,2020,15.01.2020
prod-NN-1455,172,3,2020,05.02.2020
prod-WO-7542,78,3,2020,22.01.2020
prod-KB-7839,118,3,2020,19.02.2020
prod-FI-3614,120,3,2020,11.03.2020
prod-UP-0538,68,3,2020,12.02.2020
prod-RQ-5469,42,3,2020,04.03.2020
prod-EO-9307,70,3,2020,26.02.2020
prod-GL-6166,69,3,2020,11.03.2020
prod-XG-2177,172,3,2020,29.01.2020
prod-DO-5533,79,3,2020,11.03.2020
prod-JD-7446,37,3,2020,04.03.2020
prod-PY-8713,185,3,2020,22.01.2020
prod-UG-9795,143,3,2020,05.02.2020
prod-DF-8293,152,3,2020,04.03.2020
prod-BA-5878,125,3,2020,22.01.2020
prod-FF-5213,135,3,2020,11.03.2020
prod-PV-8709,129,3,2020,26.02.2020
prod-ZN-3781,146,3,2020,12.02.2020
prod-DZ-3471,199,3,2020,19.02.2020
prod-WM-8339,165,3,2020,11.03.2020
prod-LT-9676,162,3,2020,04.03.2020
prod-ZB-7367,118,3,2020,05.02.2020
prod-OX-3521,137,3,2020,12.02.2020
prod-DS-4693,124,3,2020,04.03.2020
prod-HV-7769,90,3,2020,22.01.2020
prod-RW-6810,139,3,2020,22.01.2020
prod-WU-5386,198,3,2020,15.01.2020
prod-HC-9787,155,3,2020,05.02.2020
prod-KN-7983,136,3,2020,05.02.2020
prod-MW-6417,69,3,2020,22.01.2020
prod-RU-1176,181,3,2020,29.01.2020
prod-VQ-1813,70,3,2020,05.02.2020
prod-GB-5971,94,3,2020,26.02.2020
prod-DT-0194,114,3,2020,26.02.2020
prod-VM-9822,36,3,2020,11.03.2020
prod-JY-9694,69,3,2020,19.02.2020
prod-YF-5159,39,3,2020,12.02.2020
prod-DP-6348,148,3,2020,11.03.2020
prod-XA-3457,173,3,2020,26.02.2020
prod-GE-7676,35,3,2020,26.02.2020
prod-QZ-5145,48,3,2020,29.01.2020
prod-GW-3685,165,3,2020,11.03.2020
prod-TC-9891,193,3,2020,19.02.2020
prod-FC-6978,152,3,2020,22.01.2020
prod-JL-1233,21,3,2020,29.01.2020
prod-SQ-3059,84,3,2020,26.02.2020
prod-XN-6850,182,3,2020,15.01.2020
prod-AH-5651,83,3,2020,26.02.2020
prod-UC-7554,115,3,2020,26.02.2020
prod-AZ-1055,101,3,2020,12.02.2020
prod-ZS-3468,17,3,2020,22.01.2020
prod-RO-5944,19,3,2020,19.02.2020
prod-UQ-5884,102,3,2020,29.01.2020
prod-IA-0770,144,3,2020,12.02.2020
prod-HD-8474,128,3,2020,11.03.2020
prod-KL-0810,67,3,2020,26.02.2020
prod-QQ-1218,2,3,2020,04.03.2020
prod-TP-3741,75,3,2020,29.01.2020
prod-WT-1580,156,3,2020,19.02.2020
prod-GX-3093,147,3,2020,19.02.2020
prod-QE-0466,102,3,2020,05.02.2020
prod-AN-6950,52,3,2020,04.03.2020
prod-GT-8690,117,3,2020,19.02.2020
prod-VA-9951,195,3,2020,22.01.2020
prod-HG-2219,70,3,2020,26.02.2020
prod-UO-5951,73,3,2020,11.03.2020
prod-CY-6011,152,3,2020,19.02.2020
prod-VG-5592,47,3,2020,29.01.2020
prod-SJ-9732,170,3,2020,22.01.2020
prod-II-6929,121,3,2020,12.02.2020
prod-AS-2725,168,3,2020,19.02.2020
prod-LH-7719,29,3,2020,15.01.2020
prod-PE-6949,185,3,2020,04.03.2020
prod-SF-8935,199,3,2020,15.01.2020
prod-NL-4580,5,3,2020,04.03.2020
prod-EM-1009,78,3,2020,11.03.2020
prod-GR-6870,133,3,2020,22.01.2020
prod-KG-8739,72,3,2020,19.02.2020
prod-IG-4995,130,3,2020,19.02.2020
prod-ZQ-1478,115,3,2020,26.02.2020
prod-YA-0464,15,3,2020,26.02.2020
prod-RF-8309,76,3,2020,19.02.2020
prod-GV-0080,76,3,2020,22.01.2020
prod-OL-7357,109,3,2020,04.03.2020
prod-VJ-1399,54,3,2020,12.02.2020
prod-XS-2568,192,3,2020,05.02.2020
prod-RW-3321,110,3,2020,15.01.2020
prod-BL-6419,19,3,2020,04.03.2020
prod-NN-9389,182,3,2020,19.02.2020
prod-TL-9779,151,3,2020,29.01.2020
prod-GP-7396,62,3,2020,22.01.2020
prod-BY-0062,128,3,2020,11.03.2020
prod-XP-0644,119,3,2020,22.01.2020
prod-SF-1346,21,3,2020,26.02.2020
prod-EL-5697,196,3,2020,12.02.2020
prod-CH-5820,11,3,2020,15.01.2020
prod-AK-9721,65,3,2020,05.02.2020
prod-WV-5826,114,3,2020,12.02.2020
prod-LA-9529,149,3,2020,04.03.2020
prod-BJ-4607,107,3,2020,19.02.2020
prod-FT-5796,20,3,2020,11.03.2020
prod-PE-2090,151,3,2020,12.02.2020
prod-HA-4447,100,3,2020,12.02.2020
prod-UY-5817,150,3,2020,26.02.2020
prod-TN-3912,199,3,2020,19.02.2020
prod-FD-4373,157,3,2020,29.01.2020
prod-EH-5478,54,3,2020,15.01.2020
prod-IK-9801,145,3,2020,19.02.2020
prod-NY-9246,45,3,2020,15.01.2020
prod-QU-2537,2,3,2020,22.01.2020
prod-BG-1400,138,3,2020,04.03.2020
prod-WI-4860,46,3,2020,15.01.2020
prod-GA-9261,88,3,2020,26.02.2020
prod-LC-1682,25,3,2020,12.02.2020
prod-CS-0377,106,3,2020,12.02.2020
prod-KK-2365,139,3,2020,12.02.2020
prod-UZ-8217,138,3,2020,22.01.2020
prod-CD-5611,169,3,2020,05.02.2020
prod-OB-7565,100,3,2020,26.02.2020
prod-CP-4431,164,3,2020,15.01.2020
prod-IJ-0890,11,3,2020,04.03.2020
prod-YH-7675,162,3,2020,22.01.2020
prod-UW-5762,70,3,2020,22.01.2020
prod-WJ-5439,99,3,2020,26.02.2020
prod-BV-2929,110,3,2020,26.02.2020
prod-QM-9703,4,3,2020,04.03.2020
prod-WZ-7689,164,3,2020,26.02.2020
prod-KP-1656,75,3,2020,15.01.2020
prod-RM-4274,134,3,2020,11.03.2020
prod-FB-5592,158,3,2020,29.01.2020
prod-WV-5376,151,3,2020,05.02.2020
prod-NT-5755,178,3,2020,05.02.2020
prod-QL-0635,117,3,2020,11.03.2020
prod-BQ-8524,133,3,2020,26.02.2020
prod-ZW-1274,163,3,2020,26.02.2020
prod-TU-4379,2,3,2020,19.02.2020
prod-QG-1179,10,3,2020,29.01.2020
prod-BB-4740,123,3,2020,26.02.2020
prod-VM-6483,82,3,2020,22.01.2020
prod-IR-6317,50,3,2020,15.01.2020
prod-KB-8277,174,3,2020,22.01.2020
prod-DK-5628,59,3,2020,26.02.2020
prod-IA-9798,135,3,2020,15.01.2020
prod-XH-6185,124,3,2020,26.02.2020
prod-FM-7604,116,3,2020,04.03.2020
prod-HL-4090,41,3,2020,26.02.2020
prod-BS-7191,73,3,2020,12.02.2020
prod-ND-3310,91,3,2020,15.01.2020
prod-JB-4345,56,4,2020,18.03.2020
prod-YR-9952,35,4,2020,05.02.2020
prod-MY-2833,7,4,2020,22.01.2020
