productId,quantity,weekId,year,ETA
prod-CD-5611,157,1,2020,05.02.2020
prod-OB-7565,113,1,2020,29.01.2020
prod-CP-4431,126,1,2020,15.01.2020
prod-IJ-0890,17,1,2020,15.01.2020
prod-YH-7675,196,1,2020,22.01.2020
prod-UW-5762,48,1,2020,22.01.2020
prod-WJ-5439,112,1,2020,01.01.2020
prod-BV-2929,191,1,2020,22.01.2020
prod-QM-9703,69,1,2020,08.01.2020
prod-WZ-7689,65,1,2020,26.02.2020
prod-KP-1656,30,1,2020,15.01.2020
prod-RM-4274,39,1,2020,12.02.2020
prod-FB-5592,48,1,2020,19.02.2020
prod-WV-5376,143,1,2020,26.02.2020
prod-NT-5755,8,1,2020,12.02.2020
prod-QL-0635,68,1,2020,22.01.2020
prod-BQ-8524,87,1,2020,29.01.2020
prod-ZW-1274,185,1,2020,05.02.2020
prod-TU-4379,79,1,2020,05.02.2020
prod-QG-1179,137,1,2020,01.01.2020
prod-BB-4740,181,1,2020,19.02.2020
prod-VM-6483,126,1,2020,08.01.2020
prod-IR-6317,131,1,2020,01.01.2020
prod-KB-8277,142,1,2020,26.02.2020
prod-DK-5628,85,1,2020,26.02.2020
prod-IA-9798,132,1,2020,15.01.2020
prod-XH-6185,83,1,2020,08.01.2020
prod-FM-7604,103,1,2020,05.02.2020
prod-HL-4090,46,1,2020,08.01.2020
prod-BS-7191,86,1,2020,01.01.2020
prod-ND-3310,146,1,2020,29.01.2020
prod-JB-4345,181,2,2020,15.01.2020
prod-YR-9952,113,2,2020,29.01.2020
prod-MY-2833,85,2,2020,08.01.2020
prod-RM-2726,46,2,2020,29.01.2020
prod-TL-5902,119,2,2020,26.02.2020
prod-QX-2308,122,2,2020,04.03.2020
prod-VF-5379,34,2,2020,12.02.2020
prod-MR-5626,139,2,2020,12.02.2020
prod-FS-1806,176,2,2020,12.02.2020
prod-PA-5742,16,2,2020,29.01.2020
prod-JB-9607,12,2,2020,12.02.2020
prod-QE-5374,192,2,2020,12.02.2020
prod-CV-4991,45,2,2020,29.01.2020
prod-TJ-7970,139,2,2020,29.01.2020
prod-SD-2913,149,2,2020,05.02.2020
prod-JO-0079,170,2,2020,29.01.2020
prod-SY-8904,141,2,2020,15.01.2020
prod-JP-3206,188,2,2020,19.02.2020
prod-VY-8385,88,2,2020,08.01.2020
prod-HU-4122,122,2,2020,26.02.2020
prod-GP-1744,71,2,2020,19.02.2020
prod-TK-5883,149,2,2020,08.01.2020
prod-PQ-8179,59,2,2020,12.02.2020
prod-ZK-7351,59,2,2020,22.01.2020
prod-MP-4483,191,2,2020,12.02.2020
prod-TT-2752,165,2,2020,26.02.2020
prod-TR-4162,87,2,2020,12.02.2020
prod-CL-0085,94,2,2020,12.02.2020
prod-NY-9725,39,2,2020,26.02.2020
prod-IT-7861,15,2,2020,05.02.2020
prod-OV-4798,19,2,2020,12.02.2020
prod-CS-9024,191,2,2020,12.02.2020
prod-AI-0682,198,2,2020,15.01.2020
prod-QV-9115,129,2,2020,12.02.2020
prod-EU-7056,32,2,2020,08.01.2020
prod-CJ-3238,48,2,2020,22.01.2020
prod-PG-7396,55,2,2020,29.01.2020
prod-QZ-6672,106,2,2020,08.01.2020
prod-GZ-7296,114,2,2020,04.03.2020
prod-GE-4471,91,2,2020,08.01.2020
prod-WO-7886,47,2,2020,04.03.2020
prod-DF-7326,68,2,2020,22.01.2020
prod-PL-1107,29,2,2020,26.02.2020
prod-ZF-8638,128,2,2020,29.01.2020
prod-IN-8711,53,2,2020,05.02.2020
prod-BK-4342,180,2,2020,22.01.2020
prod-ID-7998,39,2,2020,26.02.2020
prod-DQ-2333,7,2,2020,29.01.2020
prod-GL-8457,175,2,2020,15.01.2020
prod-RK-3379,153,2,2020,22.01.2020
prod-FU-3284,197,2,2020,04.03.2020
prod-BM-8544,91,2,2020,19.02.2020
prod-NN-1455,186,2,2020,22.01.2020
prod-WO-7542,155,2,2020,29.01.2020
prod-KB-7839,148,2,2020,15.01.2020
prod-FI-3614,148,2,2020,22.01.2020
prod-UP-0538,196,2,2020,12.02.2020
prod-RQ-5469,21,2,2020,08.01.2020
prod-EO-9307,148,2,2020,26.02.2020
prod-GL-6166,20,2,2020,22.01.2020
prod-XG-2177,38,2,2020,19.02.2020
prod-DO-5533,130,2,2020,12.02.2020
prod-JD-7446,11,2,2020,26.02.2020
prod-PY-8713,143,2,2020,04.03.2020
prod-UG-9795,88,2,2020,05.02.2020
prod-DF-8293,114,2,2020,22.01.2020
prod-BA-5878,83,2,2020,26.02.2020
prod-FF-5213,20,2,2020,29.01.2020
prod-PV-8709,98,2,2020,19.02.2020
prod-ZN-3781,22,2,2020,19.02.2020
prod-DZ-3471,120,2,2020,08.01.2020
prod-WM-8339,67,2,2020,26.02.2020
prod-LT-9676,117,2,2020,26.02.2020
prod-ZB-7367,173,2,2020,29.01.2020
prod-OX-3521,193,2,2020,08.01.2020
prod-DS-4693,168,2,2020,05.02.2020
prod-HV-7769,13,2,2020,19.02.2020
prod-RW-6810,131,2,2020,29.01.2020
prod-WU-5386,59,2,2020,15.01.2020
prod-HC-9787,199,2,2020,12.02.2020
prod-KN-7983,0,2,2020,15.01.2020
prod-MW-6417,167,2,2020,04.03.2020
prod-RU-1176,42,2,2020,12.02.2020
prod-VQ-1813,14,2,2020,15.01.2020
prod-GB-5971,57,2,2020,04.03.2020
prod-DT-0194,76,2,2020,26.02.2020
prod-VM-9822,198,2,2020,19.02.2020
prod-JY-9694,67,2,2020,15.01.2020
prod-YF-5159,35,2,2020,22.01.2020
prod-DP-6348,170,2,2020,12.02.2020
prod-XA-3457,173,2,2020,29.01.2020
prod-GE-7676,10,2,2020,22.01.2020
prod-QZ-5145,96,2,2020,29.01.2020
prod-GW-3685,54,2,2020,15.01.2020
prod-TC-9891,170,2,2020,15.01.2020
prod-FC-6978,172,2,2020,08.01.2020
prod-JL-1233,57,2,2020,12.02.2020
prod-SQ-3059,77,2,2020,19.02.2020
prod-XN-6850,48,2,2020,26.02.2020
prod-AH-5651,12,2,2020,04.03.2020
prod-UC-7554,110,2,2020,04.03.2020
prod-AZ-1055,20,2,2020,05.02.2020
prod-ZS-3468,63,2,2020,22.01.2020
prod-RO-5944,124,2,2020,15.01.2020
prod-UQ-5884,10,2,2020,26.02.2020
prod-IA-0770,48,2,2020,08.01.2020
prod-HD-8474,76,2,2020,04.03.2020
prod-KL-0810,131,2,2020,05.02.2020
prod-QQ-1218,151,2,2020,12.02.2020
prod-TP-3741,97,2,2020,15.01.2020
prod-WT-1580,136,2,2020,19.02.2020
prod-GX-3093,185,2,2020,08.01.2020
prod-QE-0466,112,2,2020,12.02.2020
prod-AN-6950,46,2,2020,29.01.2020
prod-GT-8690,47,2,2020,04.03.2020
prod-VA-9951,108,2,2020,08.01.2020
prod-HG-2219,114,2,2020,29.01.2020
prod-UO-5951,61,2,2020,29.01.2020
prod-CY-6011,54,2,2020,08.01.2020
prod-VG-5592,131,2,2020,22.01.2020
prod-SJ-9732,99,2,2020,15.01.2020
prod-II-6929,112,2,2020,15.01.2020
prod-AS-2725,183,2,2020,12.02.2020
prod-LH-7719,58,2,2020,04.03.2020
prod-PE-6949,180,2,2020,05.02.2020
prod-SF-8935,44,2,2020,29.01.2020
prod-NL-4580,199,2,2020,05.02.2020
prod-EM-1009,79,2,2020,26.02.2020
prod-GR-6870,22,2,2020,15.01.2020
prod-KG-8739,119,2,2020,29.01.2020
prod-IG-4995,66,2,2020,08.01.2020
prod-ZQ-1478,32,2,2020,19.02.2020
prod-YA-0464,66,2,2020,08.01.2020
prod-RF-8309,23,2,2020,22.01.2020
prod-GV-0080,183,2,2020,05.02.2020
prod-OL-7357,33,2,2020,08.01.2020
prod-VJ-1399,91,2,2020,29.01.2020
prod-XS-2568,8,2,2020,19.02.2020
prod-RW-3321,132,2,2020,08.01.2020
prod-BL-6419,91,2,2020,26.02.2020
prod-NN-9389,190,2,2020,29.01.2020
prod-TL-9779,30,2,2020,12.02.2020
prod-GP-7396,62,2,2020,05.02.2020
prod-BY-0062,19,2,2020,04.03.2020
prod-XP-0644,79,2,2020,05.02.2020
prod-SF-1346,114,2,2020,15.01.2020
prod-EL-5697,118,2,2020,22.01.2020
prod-CH-5820,197,2,2020,05.02.2020
prod-AK-9721,39,2,2020,19.02.2020
prod-WV-5826,96,2,2020,04.03.2020
prod-LA-9529,182,2,2020,29.01.2020
prod-BJ-4607,9,2,2020,15.01.2020
prod-FT-5796,169,2,2020,08.01.2020
prod-PE-2090,112,2,2020,12.02.2020
prod-HA-4447,27,2,2020,04.03.2020
prod-UY-5817,92,2,2020,15.01.2020
prod-TN-3912,48,2,2020,12.02.2020
prod-FD-4373,48,2,2020,08.01.2020
prod-EH-5478,4,2,2020,15.01.2020
prod-IK-9801,107,2,2020,22.01.2020
prod-NY-9246,34,2,2020,19.02.2020
prod-QU-2537,154,2,2020,15.01.2020
prod-BG-1400,44,2,2020,04.03.2020
prod-WI-4860,59,2,2020,12.02.2020
prod-GA-9261,135,2,2020,22.01.2020
prod-LC-1682,5,2,2020,22.01.2020
prod-CS-0377,106,2,2020,19.02.2020
prod-KK-2365,137,2,2020,04.03.2020
prod-UZ-8217,117,2,2020,26.02.2020
prod-CD-5611,90,2,2020,22.01.2020
prod-OB-7565,51,2,2020,08.01.2020
prod-CP-4431,67,2,2020,08.01.2020
prod-IJ-0890,149,2,2020,12.02.2020
prod-YH-7675,40,2,2020,05.02.2020
prod-UW-5762,8,2,2020,29.01.2020
prod-WJ-5439,158,2,2020,05.02.2020
prod-BV-2929,192,2,2020,04.03.2020
prod-QM-9703,148,2,2020,15.01.2020
prod-WZ-7689,172,2,2020,15.01.2020
prod-KP-1656,36,2,2020,19.02.2020
prod-RM-4274,3,2,2020,04.03.2020
prod-FB-5592,37,2,2020,22.01.2020
prod-WV-5376,44,2,2020,08.01.2020
prod-NT-5755,187,2,2020,12.02.2020
prod-QL-0635,89,2,2020,12.02.2020
prod-BQ-8524,38,2,2020,12.02.2020
prod-ZW-1274,103,2,2020,29.01.2020
prod-TU-4379,198,2,2020,08.01.2020
prod-QG-1179,154,2,2020,08.01.2020
prod-BB-4740,139,2,2020,15.01.2020
prod-VM-6483,166,2,2020,29.01.2020
prod-IR-6317,74,2,2020,19.02.2020
prod-KB-8277,51,2,2020,29.01.2020
prod-DK-5628,197,2,2020,22.01.2020
prod-IA-9798,84,2,2020,19.02.2020
prod-XH-6185,5,2,2020,08.01.2020
prod-FM-7604,151,2,2020,15.01.2020
prod-HL-4090,90,2,2020,26.02.2020
prod-BS-7191,183,2,2020,08.01.2020
prod-ND-3310,31,2,2020,12.02.2020
prod-JB-4345,106,3,2020,19.02.2020
prod-YR-9952,5,3,2020,29.01.2020
prod-MY-2833,92,3,2020,19.02.2020
prod-RM-2726,87,3,2020,22.01.2020
prod-TL-5902,145,3,2020,04.03.2020
prod-QX-2308,165,3,2020,29.01.2020
prod-VF-5379,44,3,2020,26.02.2020
prod-MR-5626,91,3,2020,29.01.2020
prod-FS-1806,146,3,2020,26.02.2020
prod-PA-5742,48,3,2020,22.01.2020
prod-JB-9607,104,3,2020,29.01.2020
prod-QE-5374,72,3,2020,11.03.2020
prod-CV-4991,142,3,2020,05.02.2020
prod-TJ-7970,186,3,2020,11.03.2020
prod-SD-2913,157,3,2020,15.01.2020
prod-JO-0079,13,3,2020,04.03.2020
prod-SY-8904,6,3,2020,19.02.2020
prod-JP-3206,112,3,2020,26.02.2020
prod-VY-8385,185,3,2020,22.01.2020
prod-HU-4122,30,3,2020,04.03.2020
prod-GP-1744,196,3,2020,12.02.2020
prod-TK-5883,17,3,2020,26.02.2020
prod-PQ-8179,122,3,2020,22.01.2020
prod-ZK-7351,155,3,2020,12.02.2020
prod-MP-4483,108,3,2020,11.03.2020
prod-TT-2752,38,3,2020,26.02.2020
prod-TR-4162,146,3,2020,15.01.2020
prod-CL-0085,18,3,2020,19.02.2020
prod-NY-9725,100,3,2020,04.03.2020
prod-IT-7861,164,3,2020,29.01.2020
prod-OV-4798,191,3,2020,15.01.2020
prod-CS-9024,180,3,2020,11.03.2020
prod-AI-0682,163,3,2020,04.03.2020
prod-QV-9115,149,3,2020,11.03.2020
prod-EU-7056,93,3,2020,11.03.2020
prod-CJ-3238,53,3,2020,29.01.2020
prod-PG-7396,19,3,2020,04.03.2020
prod-QZ-6672,173,3,2020,19.02.2020
prod-GZ-7296,120,3,2020,04.03.2020
prod-GE-4471,25,3,2020,15.01.2020
prod-WO-7886,124,3,2020,05.02.2020
prod-DF-7326,182,3,2020,05.02.2020
prod-PL-1107,190,3,2020,04.03.2020
prod-ZF-8638,168,3,2020,26.02.2020
prod-IN-8711,69,3,2020,19.02.2020
prod-BK-4342,34,3,2020,11.03.2020
prod-ID-7998,39,3,2020,15.01.2020
prod-DQ-2333,153,3,2020,04.03.2020
prod-GL-8457,92,3,2020,15.01.2020
prod-RK-3379,157,3,2020,04.03.2020
prod-FU-3284,153,3,2020,29.01.2020
prod-BM-8544,104,3,2020,22.01.2020
prod-NN-1455,24,3,2020,26.02.2020
prod-WO-7542,160,3,2020,04.03.2020
prod-KB-7839,166,3,2020,15.01.2020
prod-FI-3614,88,3,2020,15.01.2020
prod-UP-0538,150,3,2020,19.02.2020
prod-RQ-5469,14,3,2020,29.01.2020
prod-EO-9307,103,3,2020,05.02.2020
prod-GL-6166,164,3,2020,11.03.2020
prod-XG-2177,191,3,2020,04.03.2020
prod-DO-5533,29,3,2020,04.03.2020
prod-JD-7446,45,3,2020,22.01.2020
prod-PY-8713,17,3,2020,11.03.2020
prod-UG-9795,47,3,2020,11.03.2020
prod-DF-8293,115,3,2020,22.01.2020
prod-BA-5878,84,3,2020,15.01.2020
prod-FF-5213,24,3,2020,05.02.2020
prod-PV-8709,104,3,2020,29.01.2020
prod-ZN-3781,141,3,2020,15.01.2020
prod-DZ-3471,29,3,2020,11.03.2020
prod-WM-8339,43,3,2020,29.01.2020
prod-LT-9676,124,3,2020,22.01.2020
prod-ZB-7367,110,3,2020,15.01.2020
prod-OX-3521,24,3,2020,26.02.2020
prod-DS-4693,114,3,2020,11.03.2020
prod-HV-7769,166,3,2020,15.01.2020
prod-RW-6810,177,3,2020,15.01.2020
prod-WU-5386,60,3,2020,05.02.2020
prod-HC-9787,194,3,2020,15.01.2020
prod-KN-7983,146,3,2020,15.01.2020
prod-MW-6417,114,3,2020,26.02.2020
prod-RU-1176,4,3,2020,12.02.2020
prod-VQ-1813,31,3,2020,05.02.2020
prod-GB-5971,132,3,2020,26.02.2020
prod-DT-0194,88,3,2020,26.02.2020
prod-VM-9822,169,3,2020,19.02.2020
prod-JY-9694,198,3,2020,11.03.2020
prod-YF-5159,56,3,2020,15.01.2020
prod-DP-6348,184,3,2020,12.02.2020
prod-XA-3457,7,3,2020,11.03.2020
prod-GE-7676,157,3,2020,19.02.2020
prod-QZ-5145,37,3,2020,22.01.2020
prod-GW-3685,163,3,2020,11.03.2020
prod-TC-9891,151,3,2020,26.02.2020
prod-FC-6978,8,3,2020,05.02.2020
prod-JL-1233,115,3,2020,11.03.2020
prod-SQ-3059,34,3,2020,22.01.2020
prod-XN-6850,146,3,2020,04.03.2020
prod-AH-5651,69,3,2020,22.01.2020
prod-UC-7554,197,3,2020,26.02.2020
prod-AZ-1055,1,3,2020,04.03.2020
prod-ZS-3468,29,3,2020,15.01.2020
prod-RO-5944,123,3,2020,19.02.2020
prod-UQ-5884,196,3,2020,19.02.2020
prod-IA-0770,80,3,2020,29.01.2020
prod-HD-8474,98,3,2020,05.02.2020
prod-KL-0810,176,3,2020,12.02.2020
prod-QQ-1218,195,3,2020,19.02.2020
prod-TP-3741,144,3,2020,15.01.2020
prod-WT-1580,37,3,2020,11.03.2020
prod-GX-3093,106,3,2020,04.03.2020
prod-QE-0466,110,3,2020,12.02.2020
prod-AN-6950,24,3,2020,29.01.2020
prod-GT-8690,66,3,2020,22.01.2020
prod-VA-9951,68,3,2020,26.02.2020
prod-HG-2219,163,3,2020,26.02.2020
prod-UO-5951,90,3,2020,22.01.2020
prod-CY-6011,18,3,2020,15.01.2020
prod-VG-5592,22,3,2020,15.01.2020
prod-SJ-9732,5,3,2020,22.01.2020
prod-II-6929,151,3,2020,12.02.2020
prod-AS-2725,177,3,2020,12.02.2020
prod-LH-7719,26,3,2020,12.02.2020
prod-PE-6949,33,3,2020,19.02.2020
prod-SF-8935,89,3,2020,11.03.2020
prod-NL-4580,5,3,2020,11.03.2020
prod-EM-1009,128,3,2020,22.01.2020
prod-GR-6870,107,3,2020,26.02.2020
prod-KG-8739,19,3,2020,19.02.2020
prod-IG-4995,22,3,2020,29.01.2020
prod-ZQ-1478,24,3,2020,04.03.2020
prod-YA-0464,50,3,2020,15.01.2020
prod-RF-8309,81,3,2020,12.02.2020
prod-GV-0080,111,3,2020,29.01.2020
prod-OL-7357,115,3,2020,19.02.2020
prod-VJ-1399,31,3,2020,26.02.2020
prod-XS-2568,135,3,2020,04.03.2020
prod-RW-3321,136,3,2020,11.03.2020
prod-BL-6419,185,3,2020,22.01.2020
prod-NN-9389,165,3,2020,11.03.2020
prod-TL-9779,6,3,2020,04.03.2020
prod-GP-7396,50,3,2020,05.02.2020
prod-BY-0062,147,3,2020,15.01.2020
prod-XP-0644,132,3,2020,04.03.2020
prod-SF-1346,179,3,2020,26.02.2020
prod-EL-5697,187,3,2020,19.02.2020
prod-CH-5820,162,3,2020,05.02.2020
prod-AK-9721,132,3,2020,22.01.2020
prod-WV-5826,115,3,2020,26.02.2020
prod-LA-9529,187,3,2020,26.02.2020
prod-BJ-4607,170,3,2020,04.03.2020
prod-FT-5796,125,3,2020,26.02.2020
prod-PE-2090,125,3,2020,22.01.2020
prod-HA-4447,34,3,2020,11.03.2020
prod-UY-5817,128,3,2020,05.02.2020
prod-TN-3912,157,3,2020,15.01.2020
prod-FD-4373,164,3,2020,15.01.2020
prod-EH-5478,172,3,2020,19.02.2020
prod-IK-9801,1,3,2020,26.02.2020
prod-NY-9246,44,3,2020,22.01.2020
prod-QU-2537,117,3,2020,12.02.2020
prod-BG-1400,14,3,2020,04.03.2020
prod-WI-4860,143,3,2020,11.03.2020
prod-GA-9261,69,3,2020,15.01.2020
prod-LC-1682,48,3,2020,04.03.2020
prod-CS-0377,37,3,2020,15.01.2020
prod-KK-2365,95,3,2020,19.02.2020
prod-UZ-8217,29,3,2020,12.02.2020
prod-CD-5611,126,3,2020,22.01.2020
prod-OB-7565,92,3,2020,12.02.2020
prod-CP-4431,124,3,2020,15.01.2020
prod-IJ-0890,20,3,2020,05.02.2020
prod-YH-7675,65,3,2020,29.01.2020
prod-UW-5762,62,3,2020,22.01.2020
prod-WJ-5439,39,3,2020,22.01.2020
prod-BV-2929,172,3,2020,05.02.2020
prod-QM-9703,64,3,2020,04.03.2020
prod-WZ-7689,168,3,2020,11.03.2020
prod-KP-1656,57,3,2020,11.03.2020
prod-RM-4274,34,3,2020,19.02.2020
prod-FB-5592,14,3,2020,19.02.2020
prod-WV-5376,195,3,2020,15.01.2020
prod-NT-5755,118,3,2020,11.03.2020
prod-QL-0635,29,3,2020,29.01.2020
prod-BQ-8524,175,3,2020,29.01.2020
prod-ZW-1274,109,3,2020,15.01.2020
prod-TU-4379,27,3,2020,15.01.2020
prod-QG-1179,82,3,2020,29.01.2020
prod-BB-4740,84,3,2020,29.01.2020
prod-VM-6483,22,3,2020,05.02.2020
prod-IR-6317,151,3,2020,29.01.2020
prod-KB-8277,53,3,2020,19.02.2020
prod-DK-5628,179,3,2020,29.01.2020
prod-IA-9798,112,3,2020,04.03.2020
prod-XH-6185,148,3,2020,11.03.2020
prod-FM-7604,122,3,2020,11.03.2020
prod-HL-4090,144,3,2020,04.03.2020
prod-BS-7191,164,3,2020,29.01.2020
prod-ND-3310,85,3,2020,19.02.2020
prod-JB-4345,147,4,2020,22.01.2020
prod-YR-9952,183,4,2020,26.02.2020
prod-MY-2833,112,4,2020,11.03.2020
