ProductId,ATP_stock,WeekId,Year
Product 97,105.48,W45,2024
Product 98,66.72,W45,2024
Product 99,69.12,W45,2024
Product 100,5.4,W45,2024
Product 101,204.0,W45,2024
Product 102,56.64,W45,2024
Product 103,581.28,W45,2024
Product 104,1067.88,W45,2024
Product 105,2094.96,W45,2024
Product 106,307.92,W45,2024
Product 107,417.84,W45,2024
Product 108,77.4,W45,2024
Product 109,817.44,W45,2024
Product 110,0.0,W45,2024
Product 111,0.0,W45,2024
Product 112,913.818,W45,2024
Product 113,1046.697,W45,2024
Product 114,900.818,W45,2024
Product 115,795.818,W45,2024
Product 116,-3793.0,W45,2024
Product 117,5948.636,W45,2024
Product 118,1531.667,W45,2024
Product 119,1168.636,W45,2024
Product 120,1618.695,W45,2024
Product 121,1854.765,W45,2024
Product 122,1969.785,W45,2024
Product 123,1434.6,W45,2024
Product 124,5023.665,W45,2024
Product 125,-318.24,W45,2024
Product 126,1389.96,W45,2024
Product 127,5163.9,W45,2024
Product 128,5439.7,W45,2024
Product 129,3643.9,W45,2024
Product 130,2730.95,W45,2024
Product 131,1582.6,W45,2024
Product 132,-847.5,W45,2024
Product 133,5467.95,W45,2024
Product 134,0.0,W45,2024
Product 135,2.16,W45,2024
Product 136,0.0,W45,2024
Product 137,2464.83,W45,2024
Product 138,2331.18,W45,2024
Product 139,0.0,W45,2024
Product 140,0.0,W45,2024
Product 141,0.0,W45,2024
Product 142,0.0,W45,2024
Product 143,0.0,W45,2024
Product 144,0.0,W45,2024
Product 145,0.0,W45,2024
Product 146,0.0,W45,2024
Product 147,1.35,W45,2024
Product 148,0.81,W45,2024
Product 149,3216.8,W45,2024
Product 150,612.3,W45,2024
Product 151,1413.4,W45,2024
Product 152,3516.7,W45,2024
Product 153,1078.5,W45,2024
Product 154,0.0,W45,2024
Product 155,0.0,W45,2024
Product 156,0.0,W45,2024
Product 157,0.0,W45,2024
Product 158,0.0,W45,2024
Product 159,0.0,W45,2024
Product 160,0.0,W45,2024
Product 161,2358.72,W45,2024
Product 162,300.48,W45,2024
Product 163,0.0,W45,2024
Product 164,348.48,W45,2024
Product 165,354.72,W45,2024
Product 166,412.8,W45,2024
Product 167,1032.96,W45,2024
Product 168,811.2,W45,2024
Product 169,1983.84,W45,2024
Product 170,0.0,W45,2024
Product 171,240.48,W45,2024
Product 172,2165.28,W45,2024
Product 173,892.32,W45,2024
Product 174,0.0,W45,2024
Product 175,1564.32,W45,2024
Product 176,0.0,W45,2024
Product 177,0.0,W45,2024
Product 178,679.68,W45,2024
Product 179,0.0,W45,2024
Product 180,0.0,W45,2024
Product 181,0.0,W45,2024
Product 182,0.0,W45,2024
Product 183,0.0,W45,2024
Product 184,0.0,W45,2024
Product 185,0.0,W45,2024
Product 186,2397.6,W45,2024
Product 187,2418.24,W45,2024
Product 188,2255.52,W45,2024
Product 189,2416.8,W45,2024
Product 190,2816.16,W45,2024
Product 191,562.08,W45,2024
Product 192,1368.96,W45,2024
Product 193,1282.56,W45,2024
Product 194,522.72,W45,2024
Product 195,578.4,W45,2024
Product 196,0.0,W45,2024
Product 197,0.0,W45,2024
Product 198,0.0,W45,2024
Product 199,0.0,W45,2024
Product 200,176.64,W45,2024
Product 201,616.8,W45,2024
Product 202,1620.96,W45,2024
Product 203,1238.4,W45,2024
Product 204,259.2,W45,2024
Product 205,1093.44,W45,2024
Product 206,362.88,W45,2024
Product 207,1116.48,W45,2024
Product 208,-153.6,W45,2024
Product 209,537.12,W45,2024
Product 210,335.04,W45,2024
Product 211,0.0,W45,2024
Product 212,755.64,W45,2024
Product 213,1053.18,W45,2024
Product 214,1.44,W45,2024
Product 215,462.96,W45,2024
Product 216,428.94,W45,2024
Product 217,192.24,W45,2024
Product 218,176.76,W45,2024
Product 219,-252.72,W45,2024
Product 220,366.12,W45,2024
Product 221,704.16,W45,2024
Product 222,3836.88,W45,2024
Product 223,1443.96,W45,2024
Product 224,-699.84,W45,2024
Product 225,0.0,W45,2024
Product 226,0.0,W45,2024
Product 227,0.0,W45,2024
Product 228,0.0,W45,2024
Product 229,0.0,W45,2024
Product 230,0.0,W45,2024
Product 231,0.0,W45,2024
Product 232,0.0,W45,2024
Product 233,0.0,W45,2024
Product 234,0.0,W45,2024
Product 235,-271.8,W45,2024
Product 236,1301.94,W45,2024
Product 237,1155.24,W45,2024
Product 238,795.6,W45,2024
Product 239,-324.375,W45,2024
Product 240,-594.0,W45,2024
Product 241,-2823.0,W45,2024
Product 242,2229.625,W45,2024
Product 243,945.0,W45,2024
Product 244,632.52,W45,2024
Product 245,1327.5,W45,2024
Product 246,1249.74,W45,2024
Product 247,649.8,W45,2024
Product 248,152.1,W45,2024
Product 249,26.82,W45,2024
Product 250,826.56,W45,2024
Product 251,46.8,W45,2024
Product 252,217.08,W45,2024
Product 253,2370.96,W45,2024
Product 254,342.0,W45,2024
Product 255,340.02,W45,2024
Product 256,345.6,W45,2024
Product 257,432.72,W45,2024
Product 258,261.18,W45,2024
Product 259,-1399.14,W45,2024
Product 260,133.92,W45,2024
Product 261,1244.52,W45,2024
Product 262,782.64,W45,2024
Product 263,8625.6,W45,2024
Product 264,11928.06,W45,2024
Product 265,0.0,W45,2024
Product 266,0.0,W45,2024
Product 267,734.58,W45,2024
Product 268,723.42,W45,2024
Product 269,22.5,W45,2024
Product 270,22.68,W45,2024
Product 271,530.1,W45,2024
Product 272,757.08,W45,2024
Product 273,0.0,W45,2024
Product 274,6.12,W45,2024
Product 275,347.76,W45,2024
Product 276,2872.8,W45,2024
Product 277,29856.96,W45,2024
Product 278,13617.72,W45,2024
Product 279,1031.58,W45,2024
Product 280,4340.7,W45,2024
Product 281,15301.26,W45,2024
Product 282,9859.68,W45,2024
Product 283,1639.8,W45,2024
Product 284,1972.44,W45,2024
Product 285,18.9,W45,2024
Product 286,0.0,W45,2024
Product 287,207.54,W45,2024
Product 288,291.24,W45,2024
Product 289,205.56,W45,2024
Product 290,328.86,W45,2024
Product 291,0.0,W45,2024
Product 292,0.0,W45,2024
Product 293,0.0,W45,2024
Product 294,0.0,W45,2024
Product 295,58.14,W45,2024
Product 296,307.62,W45,2024
Product 297,-2527.02,W45,2024
Product 298,979.02,W45,2024
Product 299,2598.66,W45,2024
Product 300,-9.36,W45,2024
Product 301,45.54,W45,2024
Product 302,328.32,W45,2024
Product 303,141.66,W45,2024
Product 304,742.86,W45,2024
Product 305,304.02,W45,2024
Product 306,521.64,W45,2024
Product 307,303.3,W45,2024
Product 308,436.86,W45,2024
Product 309,491.58,W45,2024
Product 310,-674.8199999999999,W45,2024
Product 311,6952.86,W45,2024
Product 312,158.04,W45,2024
Product 313,0.0,W45,2024
Product 314,0.0,W45,2024
Product 315,-424.62,W45,2024
Product 316,134.82,W45,2024
Product 317,149.76,W45,2024
Product 318,-37.26,W45,2024
Product 319,1782.36,W45,2024
Product 320,2098.8,W45,2024
Product 321,28.8,W45,2024
Product 322,7.74,W45,2024
Product 323,0.0,W45,2024
Product 324,29.52,W45,2024
Product 325,5414.04,W45,2024
Product 326,4675.68,W45,2024
Product 327,0.0,W45,2024
Product 328,0.0,W45,2024
Product 329,0.0,W45,2024
Product 330,0.0,W45,2024
Product 331,2782.08,W45,2024
Product 332,1122.12,W45,2024
Product 333,0.0,W45,2024
Product 334,171.72,W45,2024
Product 335,1440.0,W45,2024
Product 336,305.64,W45,2024
Product 337,124.74,W45,2024
Product 338,377.82,W45,2024
Product 339,443.7,W45,2024
Product 340,0.0,W45,2024
Product 341,0.0,W45,2024
Product 342,0.0,W45,2024
Product 343,0.0,W45,2024
Product 344,0.0,W45,2024
Product 345,0.0,W45,2024
Product 346,0.0,W45,2024
Product 347,9608.166,W45,2024
Product 348,4742.28,W45,2024
Product 349,73.44,W45,2024
Product 350,30.42,W45,2024
Product 351,0.0,W45,2024
Product 352,0.0,W45,2024
Product 353,0.0,W45,2024
Product 354,0.0,W45,2024
Product 355,632.16,W45,2024
Product 356,2861.1,W45,2024
Product 357,0.0,W45,2024
Product 358,0.0,W45,2024
Product 359,0.0,W45,2024
Product 360,0.0,W45,2024
Product 361,3049.56,W45,2024
Product 362,45.36,W45,2024
Product 363,1040.76,W45,2024
Product 364,290.7,W45,2024
Product 365,1119.6,W45,2024
Product 366,578.52,W45,2024
Product 367,-155.52,W45,2024
Product 368,1852.2,W45,2024
Product 369,3524.4,W45,2024
Product 370,415.26,W45,2024
Product 371,1718.28,W45,2024
Product 372,508.86,W45,2024
Product 373,2020.5,W45,2024
Product 374,1725.66,W45,2024
Product 375,5691.24,W45,2024
Product 376,5361.12,W45,2024
Product 377,3515.4,W45,2024
Product 378,1472.04,W45,2024
Product 379,2454.84,W45,2024
Product 380,172.8,W45,2024
Product 381,0.0,W45,2024
Product 382,2236.14,W45,2024
Product 383,100.62,W45,2024
Product 384,926.82,W45,2024
Product 385,230.76,W45,2024
Product 386,2.16,W45,2024
Product 387,0.0,W45,2024
Product 388,0.0,W45,2024
Product 389,0.0,W45,2024
Product 390,5008.86,W45,2024
Product 391,0.0,W45,2024
Product 392,5929.9,W45,2024
Product 393,5607.9,W45,2024
Product 394,6191.1,W45,2024
Product 395,3798.72,W45,2024
Product 396,4712.4,W45,2024
Product 397,6308.82,W45,2024
Product 398,0.0,W45,2024
Product 399,0.0,W45,2024
Product 400,0.0,W45,2024
Product 401,0.0,W45,2024
Product 402,1572.48,W45,2024
Product 403,1274.4,W45,2024
Product 404,7.92,W45,2024
Product 405,143.82,W45,2024
Product 406,736.74,W45,2024
Product 407,145.08,W45,2024
Product 408,87.66,W45,2024
Product 409,156.78,W45,2024
Product 410,560.04,W45,2024
Product 411,-138.24,W45,2024
Product 412,1607.94,W45,2024
Product 413,422.64,W45,2024
Product 414,71.82,W45,2024
Product 415,154.8,W45,2024
Product 416,1641.24,W45,2024
Product 417,1796.94,W45,2024
Product 418,1793.34,W45,2024
Product 419,1011.6,W45,2024
Product 420,0.0,W45,2024
Product 421,1390.7,W45,2024
Product 422,5199.7,W45,2024
Product 423,0.0,W45,2024
Product 424,0.0,W45,2024
Product 425,0.0,W45,2024
Product 426,0.0,W45,2024
Product 427,419.76,W45,2024
Product 428,0.0,W45,2024
Product 429,0.0,W45,2024
Product 430,0.0,W45,2024
Product 431,0.0,W45,2024
Product 432,2586.7,W45,2024
Product 433,956.7,W45,2024
Product 434,0.0,W45,2024
Product 435,0.0,W45,2024
Product 436,729.18,W45,2024
Product 437,714.06,W45,2024
Product 438,1421.64,W45,2024
Product 439,1496.7,W45,2024
Product 440,-116.64,W45,2024
Product 441,12.96,W45,2024
Product 442,88.02,W45,2024
Product 443,773.64,W45,2024
Product 444,142.02,W45,2024
Product 445,482.94,W45,2024
Product 446,25.2,W45,2024
Product 447,0.0,W45,2024
Product 448,0.0,W45,2024
Product 449,0.0,W45,2024
Product 450,0.0,W45,2024
Product 451,923.04,W45,2024
Product 452,2023.68,W45,2024
Product 453,2957.76,W45,2024
Product 454,1484.28,W45,2024
Product 455,6036.3,W45,2024
Product 456,5222.52,W45,2024
Product 457,1244.52,W45,2024
Product 458,1947.78,W45,2024
Product 459,0.0,W45,2024
Product 460,0.0,W45,2024
Product 461,0.0,W45,2024
Product 462,0.0,W45,2024
Product 463,0.0,W45,2024
Product 464,0.0,W45,2024
Product 465,0.0,W45,2024
Product 466,0.0,W45,2024
Product 467,845.7,W45,2024
Product 468,1330.7,W45,2024
Product 469,2300.04,W45,2024
Product 470,5578.2,W45,2024
Product 471,4625.64,W45,2024
Product 472,549.72,W45,2024
Product 473,572.94,W45,2024
Product 474,-546.66,W45,2024
Product 475,0.0,W45,2024
Product 476,0.0,W45,2024
Product 477,1187.04,W45,2024
Product 478,1100.16,W45,2024
Product 479,0.0,W45,2024
Product 480,0.0,W45,2024
Product 481,0.0,W45,2024
Product 482,2306.4,W45,2024
Product 483,3186.0,W45,2024
Product 484,2226.6,W45,2024
Product 485,-321.3,W45,2024
Product 486,893.88,W45,2024
Product 487,-43.38,W45,2024
Product 488,23.4,W45,2024
Product 489,191.16,W45,2024
Product 490,21.06,W45,2024
Product 491,82.08,W45,2024
Product 492,0.0,W45,2024
Product 493,0.0,W45,2024
Product 494,0.0,W45,2024
Product 495,0.0,W45,2024
Product 496,0.0,W45,2024
Product 497,0.0,W45,2024
Product 498,-122.22,W45,2024
Product 499,486.0,W45,2024
Product 500,1410.24,W45,2024
Product 501,525.6,W45,2024
Product 502,3561.66,W45,2024
Product 503,1269.36,W45,2024
Product 504,1175.24,W45,2024
Product 505,43.15999999999985,W45,2024
Product 506,6593.84,W45,2024
Product 507,-21.83999999999999,W45,2024
Product 508,-644.92,W45,2024
Product 509,70.16,W45,2024
Product 510,-3.899999999999991,W45,2024
Product 511,77.66,W45,2024
Product 512,174.26,W45,2024
Product 513,31.22,W45,2024
Product 514,2921.818,W45,2024
Product 515,1573.909,W45,2024
Product 516,2839.545,W45,2024
Product 517,-2189.88,W45,2024
Product 518,305.091,W45,2024
Product 519,107.545,W45,2024
Product 520,2378.909,W45,2024
Product 521,791.682,W45,2024
Product 522,4221.295,W45,2024
Product 523,1498.341,W45,2024
Product 524,-5.400000000000006,W45,2024
Product 525,63.36,W45,2024
Product 526,0.0,W45,2024
Product 527,72.36000000000001,W45,2024
Product 528,500.04,W45,2024
Product 529,100.08,W45,2024
Product 530,140.818,W45,2024
Product 531,66.545,W45,2024
Product 532,1067.36,W45,2024
Product 533,1652.4,W45,2024
Product 534,77.76,W45,2024
Product 535,2690.28,W45,2024
Product 536,2433.24,W45,2024
Product 537,2097.18,W45,2024
Product 538,0.0,W45,2024
Product 539,0.0,W45,2024
Product 540,0.0,W45,2024
Product 541,0.0,W45,2024
Product 542,0.0,W45,2024
Product 543,0.0,W45,2024
Product 544,0.0,W45,2024
Product 545,0.0,W45,2024
Product 546,0.0,W45,2024
Product 547,0.0,W45,2024
Product 548,0.0,W45,2024
Product 549,0.0,W45,2024
Product 550,0.0,W45,2024
Product 551,0.0,W45,2024
Product 552,0.0,W45,2024
Product 553,0.0,W45,2024
Product 554,0.0,W45,2024
Product 555,0.0,W45,2024
Product 556,0.0,W45,2024
Product 557,0.0,W45,2024
Product 558,0.0,W45,2024
Product 559,0.0,W45,2024
Product 560,0.0,W45,2024
Product 561,0.0,W45,2024
Product 562,0.0,W45,2024
Product 563,0.0,W45,2024
Product 564,0.0,W45,2024
Product 565,0.0,W45,2024
Product 566,0.0,W45,2024
Product 567,0.0,W45,2024
Product 568,0.0,W45,2024
Product 569,0.0,W45,2024
Product 570,0.0,W45,2024
Product 571,0.0,W45,2024
Product 572,0.0,W45,2024
Product 573,0.0,W45,2024
Product 574,0.0,W45,2024
Product 575,0.0,W45,2024
Product 576,0.0,W45,2024
Product 577,0.0,W45,2024
Product 578,0.0,W45,2024
Product 579,0.0,W45,2024
Product 580,0.0,W45,2024
Product 581,0.0,W45,2024
Product 582,0.0,W45,2024
Product 583,0.0,W45,2024
Product 584,0.0,W45,2024
Product 585,0.0,W45,2024
Product 586,0.0,W45,2024
Product 587,0.0,W45,2024
Product 588,0.0,W45,2024
Product 589,0.0,W45,2024
Product 590,0.0,W45,2024
Product 591,0.0,W45,2024
Product 592,0.0,W45,2024
Product 593,0.0,W45,2024
Product 594,0.0,W45,2024
Product 595,0.0,W45,2024
Product 596,117.86,W45,2024
Product 597,21.25,W45,2024
Product 598,30.5,W45,2024
Product 599,25.53,W45,2024
Product 600,59.03,W45,2024
Product 601,45.38,W45,2024
Product 602,-12.45,W45,2024
Product 603,35.15,W45,2024
Product 604,-5.0,W45,2024
Product 605,6.5,W45,2024
Product 606,-55.5,W45,2024
Product 607,9.0,W45,2024
Product 608,-22.4,W45,2024
Product 609,-61.7,W45,2024
Product 610,29.49,W45,2024
Product 611,1.56,W45,2024
Product 612,-55.32,W45,2024
Product 613,5.97,W45,2024
Product 614,21.1,W45,2024
Product 615,86.93,W45,2024
Product 616,2.9,W45,2024
Product 617,0.0,W45,2024
Product 618,76.8,W45,2024
Product 619,8.5,W45,2024
Product 620,9.76,W45,2024
Product 621,25.84,W45,2024
Product 622,-6.75,W45,2024
Product 623,56.49,W45,2024
Product 624,21.24,W45,2024
Product 625,52.5,W45,2024
Product 626,73.29,W45,2024
Product 627,144.92,W45,2024
Product 628,2.0,W45,2024
Product 629,4.0,W45,2024
Product 630,41.47,W45,2024
Product 631,35.63,W45,2024
Product 632,0.984,W45,2024
Product 633,0.748,W45,2024
Product 634,0.69,W45,2024
Product 635,0.378,W45,2024
Product 636,0.922,W45,2024
Product 637,0.934,W45,2024
Product 638,0.6,W45,2024
Product 639,-0.684,W45,2024
Product 640,0.518,W45,2024
Product 641,1.0,W45,2024
Product 642,2.692,W45,2024
Product 643,0.96,W45,2024
Product 644,0.716,W45,2024
Product 645,0.362,W45,2024
Product 646,1.08,W45,2024
Product 647,0.538,W45,2024
Product 648,0.298,W45,2024
Product 649,0.262,W45,2024
Product 650,0.846,W45,2024
Product 651,0.982,W45,2024
Product 652,0.52,W45,2024
Product 653,1.0,W45,2024
Product 654,0.22,W45,2024
Product 655,1.0,W45,2024
Product 656,0.45,W45,2024
Product 657,0.72,W45,2024
Product 658,0.492,W45,2024
Product 659,0.296,W45,2024
Product 660,-0.16,W45,2024
Product 661,-0.208,W45,2024
Product 662,1.604,W45,2024
Product 663,-0.228,W45,2024
Product 664,0.094,W45,2024
Product 665,0.22,W45,2024
Product 666,0.518,W45,2024
Product 667,0.836,W45,2024
Product 668,0.636,W45,2024
Product 669,-0.459,W45,2024
Product 670,1.221,W45,2024
Product 671,1.173,W45,2024
Product 672,0.639,W45,2024
Product 673,0.333,W45,2024
Product 674,1.356,W45,2024
Product 675,1.134,W45,2024
Product 676,0.111,W45,2024
Product 677,1.392,W45,2024
Product 678,1.503,W45,2024
Product 679,1.314,W45,2024
Product 680,1.296,W45,2024
Product 681,0.211,W45,2024
Product 682,0.285,W45,2024
Product 683,1.512,W45,2024
Product 684,1.161,W45,2024
Product 685,0.369,W45,2024
Product 686,0.249,W45,2024
Product 687,-0.07199999999999998,W45,2024
Product 688,2.775,W45,2024
Product 689,0.708,W45,2024
Product 690,1.224,W45,2024
Product 691,1.224,W45,2024
Product 692,1.512,W45,2024
Product 693,0.606,W45,2024
Product 694,1.512,W45,2024
Product 695,0.033,W45,2024
Product 696,0.177,W45,2024
Product 697,0.12,W45,2024
Product 698,-0.5499999999999999,W45,2024
Product 699,2.442,W45,2024
Product 700,0.282,W45,2024
Product 701,0.028,W45,2024
Product 702,0.018,W45,2024
Product 703,0.02,W45,2024
Product 704,0.544,W45,2024
Product 705,0.466,W45,2024
Product 706,9.72,W45,2024
Product 707,71.82,W45,2024
Product 708,-387.72,W45,2024
Product 709,398.16,W45,2024
Product 710,-1367.1,W45,2024
Product 711,1215.54,W45,2024
Product 712,6965.46,W45,2024
Product 713,1075.14,W45,2024
Product 714,1324.909,W45,2024
Product 715,-110.57,W45,2024
Product 716,0.0,W45,2024
Product 717,68.091,W45,2024
Product 718,-1315.44,W45,2024
Product 719,1449.545,W45,2024
Product 720,821.091,W45,2024
Product 721,-550.62,W45,2024
Product 722,-211.41,W45,2024
Product 723,852.5,W45,2024
Product 724,252.977,W45,2024
Product 725,0.0,W45,2024
Product 726,455.114,W45,2024
Product 727,660.545,W45,2024
Product 728,593.909,W45,2024
Product 729,200.045,W45,2024
Product 730,881.523,W45,2024
Product 731,1534.795,W45,2024
Product 732,628.455,W45,2024
Product 733,959.886,W45,2024
Product 734,0.0,W45,2024
Product 735,473.25,W45,2024
Product 736,348.75,W45,2024
Product 737,600.75,W45,2024
Product 738,950.932,W45,2024
Product 739,773.909,W45,2024
Product 740,886.455,W45,2024
Product 741,84.0,W45,2024
Product 742,457.6,W45,2024
Product 743,0.0,W45,2024
Product 744,320.08,W45,2024
Product 745,146.96,W45,2024
Product 746,549.0,W45,2024
Product 747,483.08,W45,2024
Product 748,1828.8,W45,2024
Product 749,1207.44,W45,2024
Product 750,183.52,W45,2024
Product 751,-606.0,W45,2024
Product 752,0.0,W45,2024
Product 753,355.0,W45,2024
Product 754,327.4,W45,2024
Product 755,530.32,W45,2024
Product 756,266.0,W45,2024
Product 757,249.32,W45,2024
Product 758,1104.64,W45,2024
Product 759,536.6,W45,2024
Product 760,1730.6,W45,2024
Product 761,5.545000000000016,W45,2024
Product 762,44.636,W45,2024
Product 763,975.273,W45,2024
Product 764,0.0,W45,2024
Product 765,15.727,W45,2024
Product 766,0.0,W45,2024
Product 767,63.54599999999999,W45,2024
Product 768,0.0,W45,2024
Product 769,888.545,W45,2024
Product 770,14.81799999999993,W45,2024
Product 771,0.0,W45,2024
Product 772,-675.0,W45,2024
Product 773,0.909,W45,2024
Product 774,-228.454,W45,2024
Product 775,0.0,W45,2024
Product 776,321.182,W45,2024
Product 777,1348.636,W45,2024
Product 778,0.0,W45,2024
Product 779,56.545,W45,2024
Product 780,0.0,W45,2024
Product 781,572.182,W45,2024
Product 782,-69.818,W45,2024
Product 783,6.636,W45,2024
Product 784,-400.0,W45,2024
Product 785,600.273,W45,2024
Product 786,0.0,W45,2024
Product 787,-1218.546,W45,2024
Product 788,0.0,W45,2024
Product 789,175.0,W45,2024
Product 790,161.091,W45,2024
Product 791,482.818,W45,2024
Product 792,281.636,W45,2024
Product 793,-468.0,W45,2024
Product 794,401.818,W45,2024
Product 795,-110.0,W45,2024
Product 796,327.455,W45,2024
Product 797,1974.364,W45,2024
Product 798,428.273,W45,2024
Product 799,734.727,W45,2024
Product 800,0.0,W45,2024
Product 801,579.455,W45,2024
Product 802,0.0,W45,2024
Product 803,1286.455,W45,2024
Product 804,169.727,W45,2024
Product 805,3951.909,W45,2024
Product 806,94.545,W45,2024
Product 807,78.0,W45,2024
Product 808,233.818,W45,2024
Product 809,0.0,W45,2024
Product 810,515.727,W45,2024
Product 811,0.0,W45,2024
Product 812,193.545,W45,2024
Product 813,0.0,W45,2024
Product 814,17.636,W45,2024
Product 815,1132.909,W45,2024
Product 816,0.0,W45,2024
Product 817,-228.06,W45,2024
Product 818,-1.26,W45,2024
Product 819,-858.06,W45,2024
Product 820,-24.34,W45,2024
Product 821,853.909,W45,2024
Product 822,785.0,W45,2024
Product 823,0.0,W45,2024
Product 824,1908.727,W45,2024
Product 825,-883.57,W45,2024
Product 826,1205.364,W45,2024
Product 827,1137.636,W45,2024
Product 828,50.545,W45,2024
Product 829,0.0,W45,2024
Product 830,542.455,W45,2024
Product 831,-313.0,W45,2024
Product 832,445.545,W45,2024
Product 833,153.341,W45,2024
Product 834,3611.409,W45,2024
Product 835,0.0,W45,2024
Product 836,2387.682,W45,2024
Product 837,3686.227,W45,2024
Product 838,3060.114,W45,2024
Product 839,461.16,W45,2024
Product 840,222.48,W45,2024
Product 841,282.6,W45,2024
Product 842,-43.2,W45,2024
Product 843,281.52,W45,2024
Product 844,0.0,W45,2024
Product 845,27.9,W45,2024
Product 846,-630.72,W45,2024
Product 847,-106.38,W45,2024
Product 848,152.091,W45,2024
Product 849,147.432,W45,2024
Product 850,0.0,W45,2024
Product 851,831.705,W45,2024
Product 852,956.886,W45,2024
Product 853,543.705,W45,2024
Product 854,197.045,W45,2024
Product 855,615.5,W45,2024
Product 856,1115.114,W45,2024
Product 857,1053.273,W45,2024
Product 858,-1.44,W45,2024
Product 859,1224.091,W45,2024
Product 860,77.0,W45,2024
Product 861,199.0,W45,2024
Product 862,308.24,W45,2024
Product 863,148.4,W45,2024
Product 864,-223.68,W45,2024
Product 865,-347.76,W45,2024
Product 866,-915.6,W45,2024
Product 867,-366.0,W45,2024
Product 868,-32.95999999999999,W45,2024
Product 869,0.0,W45,2024
Product 870,-0.8399999999999999,W45,2024
Product 871,-212.68,W45,2024
Product 872,1184.4,W45,2024
Product 873,655.92,W45,2024
Product 874,-471.6,W45,2024
Product 875,647.16,W45,2024
Product 876,15.36,W45,2024
Product 877,431.92,W45,2024
Product 878,0.0,W45,2024
Product 879,146.12,W45,2024
Product 880,550.36,W45,2024
Product 881,466.8,W45,2024
Product 882,0.0,W45,2024
Product 883,0.0,W45,2024
Product 884,0.0,W45,2024
Product 885,0.0,W45,2024
Product 886,0.0,W45,2024
Product 887,0.0,W45,2024
Product 888,0.0,W45,2024
Product 889,20.4,W45,2024
Product 890,98.16,W45,2024
Product 891,0.0,W45,2024
Product 892,45.285,W45,2024
Product 893,40.44,W45,2024
Product 894,63.87,W45,2024
Product 895,47.187,W45,2024
Product 896,45.86,W45,2024
Product 897,591.044,W45,2024
Product 898,0.005000000000000004,W45,2024
Product 899,1.008,W45,2024
Product 900,1.175,W45,2024
Product 901,0.45,W45,2024
Product 902,2.232,W45,2024
Product 903,0.86,W45,2024
Product 904,2795.04,W45,2024
Product 905,-351.36,W45,2024
Product 906,6694.92,W45,2024
Product 907,9423.36,W45,2024
Product 908,7290.72,W45,2024
